"puesto","empresa","nivel","area","fecha","detalle","fecha_scraping"
"ANIMADOR/A PARA SALON DE FIESTAS INFANTILES","Salón de Fiestas","Otros","Educación - Recreación - Deportes","Hace 4 días ","Pintura de Caras Globología Realizar juegos con los niños según las edades REQUISITOS EXCLUYENTES: BUENA PRESENCIA EXPERIENCIA COMPROBABLE GUSTO POR EL  ...",2018-12-11 14:30:22
"AUXILIAR ADMINISTRATIVO","","Auxiliar","Administración - Secretariado","Hace 4 días "," Con experiencia para laboratorio de aná lisis clinicos. horario de 8 a 12 hrs",2018-12-11 14:30:22
"VENDEDOR TÉCNICO","A Y B REC. ORGANIZACIONALES","Técnico / Especialista","Salud","Hace 4 días ","Empresa proveedora  del sector Salud, con trayectoria de 23 años en plaza en el área de Laboratorio , orienta su búsqueda hacia un Vendedor -Técnico para r ...",2018-12-11 14:30:22
"COCINERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 4 días "," Planchero para Shopping de Las Piedras.",2018-12-11 14:30:22
"ATENCIÓN  EN MOSTRADOR DE CONFITERIA .","","Auxiliar","Atención al cliente","Hace 4 días "," contar con experiencia.",2018-12-11 14:30:22
"CHOFER DE REPARTO","Importante empresa","Peon","Servicios - Oficios","Hace 4 días ","MANEJO COBRANZAS Libreta de conducir C,D, F Buscamos persona responsable, dinámica y con experiencia en  cargos similares",2018-12-11 14:30:22
"VENDEDOR/ASESOR","GOU","Ejecutivo Comercial","Ventas - Comercial","Hace 4 días ","Buscamos vendedores externos para rubro software, se requiere buen dominio del celular, tablet e internet. El perfil del vendedor debe adecuarse para visit ...",2018-12-11 14:30:22
"BRUSHINISTA","","Auxiliar","Servicios - Oficios","Hace 4 días "," Con experiencia en salón, sepa manos y pies Para fines de semana",2018-12-11 14:30:22
"MOZO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 días "," Femenino dinámica buena presencia, idiomas, excelente horario laboral,",2018-12-11 14:30:22
"ADMINISTRATAIVO","","Asistente","Educación - Recreación - Deportes","Hace 4 días "," ADMINISTRATIVO",2018-12-11 14:30:22
"LIMPIADORA","","Peon","Producción","Hace 4 días "," Mayor de 45 años Para recinto grande Nacionalidad Venezolana Indicar referencias",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 5 días "," Para taxi nocturno, efectivo, coche nuevo, con aire, no flota.  ",2018-12-11 14:30:22
"COLORISTA,","","Técnico / Especialista","Servicios - Oficios","Hace 5 días ","  COLORISTA, experiencia en colorimetría corte, peinado y manos, zona  Parque Rodó.",2018-12-11 14:30:22
"CORTADOR PIZZERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 5 días ","  CORTADOR PIZZERO para importante local gastronómico.",2018-12-11 14:30:22
"CADETE CON MOTO","","Auxiliar","Cadetería - Cobranzas","Hace 5 días "," CADETE con moto zona Punta  de Rieles, horario de 19 a 01 ",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 5 días "," CHOFER para taxi. ambos sexos Dueño selecciona. Buen ambiente laboral. capacitación",2018-12-11 14:30:22
"AUXILIAR DE VENTAS","","Auxiliar","Ventas - Comercial","Hace 5 días "," Para oficina en Montevideo.  Requisitos: licencia deconducir auto vigente excluyente,  conocimiento de inglés excluyente, será considerado y valorado  ...",2018-12-11 14:30:22
"AYUDANTE DE LAVADERO","","Oficial","Producción","Hace 5 días "," Para las oficinas de Montevideo Requisitos: Buena presencia, Responsable con libreta de conducir auto Al postularse indicar código 1991",2018-12-11 14:30:22
"DOCENTE","","Profesional","Educación - Recreación - Deportes","Hace 3 días "," DOCENTE Idóneo en mantenimiento industrial, pocas horas $ 600 por hora nominal. Enviar c.v. ",2018-12-11 14:30:22
"CAJERO VENDEDOR","","Auxiliar","Ventas - Comercial","Hace 3 días "," En Costa de Oro,",2018-12-11 14:30:22
"PISTERO","","Auxiliar","Atención al cliente","Hace 3 días "," En costa de Oro",2018-12-11 14:30:22
"AUXILIAR ADMINISTRATIVA","","Auxiliar","Administración - Secretariado","Hace 3 días "," AUXILIAR Administrativa, zona Tres Cruces $ 29.000 nominal, horario de Lunes a Viernes de 13 a 21 horas y Sábados de 13 a 17 horas. Enviar cv ",2018-12-11 14:30:22
"DOCENTE","","Profesional","Educación - Recreación - Deportes","Hace 3 días "," INGLES Busco docente, pocas horas. Enviar c.v. ",2018-12-11 14:30:22
"MAESTRO DE INICIAL PARA CENTRO CAIF","Caif Zona Cerro","Profesional","Educación - Recreación - Deportes","Hace 3 días ","1.Ser el Referente técnico del Equipo de Educadores/as del Programa de Educación Inicial (EI) en su turno, en caso de haber dos turnos con un referente cad ...",2018-12-11 14:30:22
"MECANICO","","Técnico / Especialista","Producción","Hace 3 días "," Con conocimientos de gomería para Importante empresa de transportes y operador portuario del Puerto de Montevideo.",2018-12-11 14:30:22
"LIMPIADORA","","Auxiliar","Servicios - Oficios","Hace 3 días "," LIMPIADORAS para oficinas y obras, jornal $ 115 y $ 140 con carné de salud",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 3 días "," Efectivo ambos turnos., libreta E Montevideo, taxi 141, relevo puerta a puerta.",2018-12-11 14:30:22
"CHOFERES PARA TAXI","","Peon","Servicios - Oficios","Hace 4 días "," ambos sexos diurno, nocturno, suplente o solo fines de semana",2018-12-11 14:30:22
"DESARROLLADOR JAVA","GEOCOM URUGUAY","Analista","Tecnologías de la información","Hace 4 días ","Nos encontramos en la búsqueda de Desarrolladores Java para distintas aplicaciones de diversos proyectos de porte nacional e internacional.  Nos orientamo ...",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 4 días "," Chofer libreta categoría C viva zona Barros Blancos o próximo .",2018-12-11 14:30:22
"DELIVERY CON MOTO","","Auxiliar","Cadetería - Cobranzas","Hace 4 días "," Con experiencia  Zona Prado Buena presencia Horario de la noche",2018-12-11 14:30:22
"MOZA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 días "," Mixta y barra  Zona Prado Horario noche",2018-12-11 14:30:22
"EMPRENDEDORES","","Ejecutivo Comercial","Ventas - Comercial","Hace 4 días ","  Oportunidad de trabajo independiente. Muy buenos ingresos, sin límite de edad",2018-12-11 14:30:22
"VENDEDOR PARA IMPORTANTE CONCESIONARIA DE AUTOMÓVILES EN PUNTA DEL ESTE","AGLH Consultores","Ejecutivo Comercial","Ventas - Comercial","Hace 4 días ","Orientamos la búsqueda a profesionales en el área de ventas, con sólido perfil comercial y experiencia en ventas y atención a clientes. Es requisito residi ...",2018-12-11 14:30:22
"ESCRIBANA","","Profesional","Legal","Hace 4 días "," para automotora Que sepa de automotores de verdad Horario de lunes a viernes 5 horas diarias Sueldo $ 15.000",2018-12-11 14:30:22
"VENTAS, ATENCIÓN AL CLIENTE","Florería en el centro","Ejecutivo Comercial","Ventas - Comercial","Hace 4 días ","Ventas y atención al cliente Ventas  atención al cliente",2018-12-11 14:30:22
"DISTRIBUIDORES","","Auxiliar","Logística - Distribución","Hace 4 días "," DISTRIBUIDORES independientes  para línea para mascotas Rocky. c on cartera de clientes y vehículos.  excelente precio para mayoristas, ",2018-12-11 14:30:22
"ALBAÑIL","","Supervisor / Encargado","Producción","Hace 4 días "," albañil",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 3 días "," Temporal para Punta del Este Que conozca muy bien la zona",2018-12-11 14:30:22
"ENFERMERÍA","Importante empresa","Auxiliar","Salud","Hace 3 días ","Empresa de salud busca auxiliar de enfermería; experiencia excluyente en emergencia móvil, puerta o CTI Responsable, puntual",2018-12-11 14:30:22
"MECÁNICO INDUSTRIAL Y/O ELECTRO MECÁNICO","","Supervisor / Encargado","Producción","Hace 3 días ","El puesto es para mantenimiento de máquinas industriales, con experiencia en la industria farmacéutica y/o alimenticia, conocimientos en reparación de maqu ...",2018-12-11 14:30:22
"SYNGENTA: HR SOLUTIONS AND SYSTEMS CONSULTANT LEAD","ADVICE","Gerente","Directivos - Ejecutivos","Hace 3 días ","Syngenta is a world-leading agribusiness company committed to improve global food security. If you are interested in professional development, we have oppo ...",2018-12-11 14:30:22
"EJECUTIVO DE CUENTAS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días ","Importante empresa de Retail, selecciona Ejecutivo de cuenta orientado a Marketing y Publicidad. Orientamos nuestra búsqueda a egresados de las carreras d ...",2018-12-11 14:30:22
"ABOGADO JUNIOR","ADVICE","Profesional","Legal","Hace 3 días ","Para empresa multinacional con sede en Luxemburgo. Profesional egresado de la carrera de Abogacía. Deberá contar con conocimientos de francés e inglés ava ...",2018-12-11 14:30:22
"SYNGENTA: HR SOLUTIONS AND SYSTEMS CONSULTANT","ADVICE","Técnico / Especialista","Consultoría","Hace 3 días ","Syngenta is a world-leading agribusiness company committed to improve global food security. If you are interested in professional development, we have oppo ...",2018-12-11 14:30:22
"PLANNER MANAGER DE MARKETING","Importante empresa","Analista","Marketing - Publicidad","Hace 3 días ","Importante empresa de Retail selecciona Palnner Manager de Marketing. Nos orientamos a profesionales con marcado perfil comercial, estadístico y de planifi ...",2018-12-11 14:30:22
"CHOFER PARA TAXI","","Peon","Servicios - Oficios","Hace 3 días "," Con o sin experiencia  libreta E de Montevideo ",2018-12-11 14:30:22
"PROFESORES","","Profesional","Educación - Recreación - Deportes","Hace 3 días "," De Matemática, física, química, estadística y bioquimica Para Academia",2018-12-11 14:30:22
"ENCARGADA","","Supervisor / Encargado","Ventas - Comercial","Hace 3 días "," Para Restaurante con experiencia",2018-12-11 14:30:22
"ACOMPAÑANTE","","Auxiliar","Salud","Hace 3 días "," Señora jubilada del interior que quiera vivir en Montevideo con señora adulto mayor.",2018-12-11 14:30:22
"DISTRIBUIDORES","","Supervisor / Encargado","Logística - Distribución","Hace 3 días ","  para fabricas de bebidas alcholicas",2018-12-11 14:30:22
"CADETE","","Auxiliar","Cadetería - Cobranzas","Hace 3 días "," Para veterinaria. Full Time.",2018-12-11 14:30:22
"CAJERO MASCULINO","","Auxiliar","Cadetería - Cobranzas","Hace 3 días "," CAJERO masculino, comercio mayorista 25 a 50 años con experiencia.  ",2018-12-11 14:30:22
"MOZAS","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 días "," MOZAS UNICAMENTE CON EXPERIENCIA, para salón, mostrador y cafetería. Buena presencia, responsable. Trabajo estable para diferentes turnos. Presentarse en  ...",2018-12-11 14:30:22
"AYUDANTA DE PELUQUERIA","","Técnico / Especialista","Servicios - Oficios","Hace 3 días ","  zona Punta Carretas,  salon de nivel.",2018-12-11 14:30:22
"JEFE DE RRHH","ADVICE","Jefe","Recursos Humanos","Hace 3 días ","Importante empresa de Agronegocios ubicada en el este del país: Profesionales egresados de carreras de Psicología, Recursos Humanos, Relaciones Laborales  ...",2018-12-11 14:30:22
"LIMPIADOR","GRUPO  ONESTA SRL","Auxiliar","Servicios - Oficios","Hace 3 días ","Limpieza-Vidrios-Maquinista El funcionario estará encargado de realizar la limpieza de edificios y oficinas, utilizando los insumos proporcionados por la e ...",2018-12-11 14:30:22
"SEÑORA PARA CUIDADO DE DOS NIÑOS Y TAREAS VARIAS","","Auxiliar","Servicios - Oficios","Hace 3 días "," SEÑORA para cuidado de dos niños y tareas varias, excluyente residir en zona Costa de Oro. Enviar CV",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 3 días "," CHOFER Back Up La búsqueda se  orienta a un chofer Back up con libreta para conducir furgones y camiones. Las tareas del cargo implican l as de chofer en ...",2018-12-11 14:30:22
"VENDEDORES DE SERVICIOS HOSPITALARIOS","","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días "," , sin limite de edad, todo el pais. incremente sus ingresos con minima carga horaria",2018-12-11 14:30:22
"INGENIERO MECÁNICO","","Profesional","Producción","Hace 3 días "," Para atención al cliente en área logística Sueldo $ 60.000 + comisiones x venta",2018-12-11 14:30:22
"FLETERO","","Peon","Logística - Distribución","Hace 3 días "," camioneta grande o camión hasta 4.000 kg. para reparto,  empresa de fletes solicita. Trabajo todo el año.",2018-12-11 14:30:22
"TECNICO","","Técnico / Especialista","Servicios - Oficios","Hace 3 días "," refrigeracion y aire acondicionado con libreta de conducir",2018-12-11 14:30:22
"CUIDADORA","","Auxiliar","Salud","Hace 3 días "," Con experienica con disponibilidad horaria",2018-12-11 14:30:22
"ENFERMERA","","Técnico / Especialista","Salud","Hace 3 días "," Entre 35 y 50 años con experiencia de 15 a 23 hrs",2018-12-11 14:30:22
"VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días "," para importadora mayorista  c/ experiencia en venta al público. Manejo de web y office.",2018-12-11 14:30:22
"AUXILAIR DE DEPÓSITO","","Auxiliar","Logística - Distribución","Hace 3 días "," Para empresa importadora. Preferentemente con libreta de conducir.  Zona La Blanqueada.",2018-12-11 14:30:22
"PINTOR","","Oficial","Servicios - Oficios","Hace 3 días "," automotriz oficial de primera.  ",2018-12-11 14:30:22
"VENDEDOR","","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días "," Sexo femenino , horario nocturno  referencias comprobables excelente pres encia domingo",2018-12-11 14:30:22
"LIMPIADOR","","Auxiliar","Servicios - Oficios","Hace 3 días "," Para sinitaria con experiencia y referencias",2018-12-11 14:30:22
"BRUSHINISTA","","Auxiliar","Servicios - Oficios","Hace 3 días "," manicura con experiencia. buena presencia. salon Zoza Carrasco.",2018-12-11 14:30:22
"SERENO","","Auxiliar","Seguridad - Vigilancia","Hace 3 días "," jubilado poliical o miliar Para zona de las Piedras",2018-12-11 14:30:22
"COCINERA","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 días "," Con cama para Punta del Este y otra para Montevideo En casa de familia",2018-12-11 14:30:22
"ADMINISTRATIVO CONTABLE","","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 días ","  Buscamos administrativo contable con experiencia en memory conty.   De Paso de la arena o zonas aledañas.  Al postularse adjuntar CV",2018-12-11 14:30:22
"PORTEROS","","Auxiliar","Seguridad - Vigilancia","Hace 3 días "," para eventos en fiestas tradicionales.  edad entre 25 y 50 años.  sexo masculino.",2018-12-11 14:30:22
"GUARDIAS DE SEGURIDAD","","Auxiliar","Seguridad - Vigilancia","Hace 3 días "," GUARDIAS de seguridad de 25 a 55 años, solo masculino con experiencia y buena presencia.",2018-12-11 14:30:22
"PANADERO","","Técnico / Especialista","Servicios - Oficios","Hace 3 días "," Con experiencia Para Gral Flores y Corrales",2018-12-11 14:30:22
"ROTISERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 días "," Ambos sexos con experiencia",2018-12-11 14:30:22
"ENCUESTADORES/AS","Importante empresa","Auxiliar","Marketing - Publicidad","Hace 1 día ","Para relevamiento en punto de venta Toma de datos en punto de venta",2018-12-11 14:30:22
"APRENDICES PARA MANTENIMIENTO DE EQUIPOS DE AIRE ACONDICIONADO Y REFRIGERACIÓN-CALEFACCIÓN -IMPORTANTE EMPRESA EN PLAZA-","Importante empresa","Peon","Producción","Hace 1 día ","Acordes al cargo Disponibilidad en flexibilidad de horario.",2018-12-11 14:30:22
"DOCENTE ÁREA CONTABLE -, MARTES Y JUEVES DE 18:30 A 22 HS.","UNIÓN INFORMÁTICA","Profesional","Educación - Recreación - Deportes","Hace 1 día ","El Instituto de enseñanza UNIÓN INFORMÁTICA solicita un docente para el área contable (contabilidad. finanzas, programas contables, liquidación de haberes  ...",2018-12-11 14:30:22
"PLANCHERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 día "," planchero",2018-12-11 14:30:22
"PISTERO/A","","Auxiliar","Atención al cliente","Hace 1 día "," Para Estación de Servicio  Zona La Paz y Las Piedras viva en la zona",2018-12-11 14:30:22
"EJECUTIVO DE VENTAS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 día ","Importante empresa TEXTIL selecciona Ejecutivo de Ventas, con experiencia en la comercialización de prendas de vestimenta y textiles.  Objetivos Generales  ...",2018-12-11 14:30:22
"AUXILIAR CONTABLE","MAZARS","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 día ","MAZARS es una firma internacional de origen francés, especializada en auditoría, contabilidad, impuestos y servicios de consultoría. Se encuentra presente  ...",2018-12-11 14:30:22
"CHAPISTA COMPETENTE NECESITO.","Taller Reyles","Técnico / Especialista","Servicios - Oficios","Hace 1 día ","chapista competente necesito. chapista competente necesito.",2018-12-11 14:30:22
"PINTOR COMPETENTE NECESITO.","Taller Reyles","Oficial","Servicios - Oficios","Hace 1 día ","pintor competente necesito. pintor competente necesito.",2018-12-11 14:30:22
"CHOFER DE TAXI","SIN NOMBRE","Peon","Servicios - Oficios","Hace 2 días ","CHOFER DE TAXI PARA MONTEVIDEO. LIBRETA CAT E. HORARIO DIURNO DE 3 A 15 HS Y/O HORARIO NOCTURNO DE 15 A 3 HS. RELEVO PUERTA A PUERTA. CHOFER DE TAXI EFECTI ...",2018-12-11 14:30:22
