"puesto","empresa","nivel","area","fecha","detalle","link","departamento","fecha_scraping"
"BRUSHINISTA Y MANICURA","Caprice","Auxiliar","Producción","Hace 2 semanas ","Brushinista y manicura Brushinista,y manicura, entre otras.","https://trabajo.gallito.com.uy/anuncio/brushinista-y-manicura-hsys9","montevideo",2019-11-10 20:09:42
"AUXILIAR DE ENFERMERÍA","Residencial","Técnico / Especialista","Salud","Hace 2 semanas ","Velar por el bienestar general del residente y realizar las funciones correspondientes del cargo para el buen desenvolvimiento de la vida del residente. Ad ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-de-enfermeria-2ynsq","montevideo",2019-11-10 20:09:42
"TÉCNICO VENDEDOR EN SISTEMAS DE ABERTURAS","Importante Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Ofrecer consultoría, soporte de diseño, asistencia técnica a través de planos a en local comercial y visitas técnicas en obras para proyectos relevantes. R ...","https://trabajo.gallito.com.uy/anuncio/tecnico-vendedor-en-sistemas-de-aberturas-5azt5","montevideo",2019-11-10 20:09:42
"OFICIAL CARPINTERO EN ALUMINIO","Fábrica de aberturas de aluminio","Oficial","Producción","Hace 2 semanas ","Desempeño en taller y en obra con aluminio y vidrios Desempeño en taller y en obra con aluminio y vidrios","https://trabajo.gallito.com.uy/anuncio/oficial-carpintero-en-aluminio-b5agt","montevideo",2019-11-10 20:09:42
"CONTADOR PUBLICO","","Profesional","Finanzas - Contabilidad - Auditoria","Hace 2 semanas ","Tareas Principales:

Será responsable del cierre contable, liquidación de impuestos y liquidación de sueldos de las empresas clientes que le sean asignadas ...","https://trabajo.gallito.com.uy/anuncio/contador-publico-ebds7","montevideo",2019-11-10 20:09:42
"PELUQUERA","Peluqueria en pocitos","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas ","Se necesita peluquera completa,  manos,cortes,brushing  con bastante experiencia en coloracion e iluminaciones todas.
, Carga horaria 44 horas semanales, r ...","https://trabajo.gallito.com.uy/anuncio/peluquera-tn98b","montevideo",2019-11-10 20:09:42
"EMPLEADO/A","Cosechas","Auxiliar","Atención al cliente","Hace 2 semanas ","Atención al público,
mantener la higiene del lugar de trabajo, elaboración de batidos.","https://trabajo.gallito.com.uy/anuncio/empleado-a-zez2r","montevideo",2019-11-10 20:09:42
"ATENCIÓN AL CLIENTE Y VENTAS","Salud bienestar y dinero ","Auxiliar","Teleoperadores - Call Center","Hace 2 semanas ","Jóvenes emprendedores de 18 a 33 años con deseo de superación, manejo de redes sociales, pro activos, brindamos capacitaciones constantes, ganancias diaria ...","https://trabajo.gallito.com.uy/anuncio/atencion-al-cliente-y-ventas-e8a94","montevideo",2019-11-10 20:09:42
"PROGRAMADOR GENEXUS SR","Importante empresa","Analista","Tecnologías de la información","Hace 2 semanas ","Seleccionamos: PROGRAMADOR GENEXUS SR
Requisitos:
•	Analista GeneXus 15, con más de dos años de experiencia comprobada.
•	Experiencia en SQL (2 años)
•	Est ...","https://trabajo.gallito.com.uy/anuncio/programador-genexus-sr-svmdz","montevideo",2019-11-10 20:09:42
"AUXILIAR ADINITRATIVO ÇONTABLE","Importante Industria NAcional Seleeciona","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 2 semanas "," IMPORTANTE Industria Nacional selecciona: 

Auxiliar Administrativo Contable.

 Requisitos:

- Formación académica comprobable en contabilidad ( Excluyent ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-adinitrativo-ontable-6s5py","montevideo",2019-11-10 20:09:42
"CADETE CON MOTO PROPIA","Gestion Post","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas ","Se necesita persona responsable, dinámica y buena presencia  para tareas como cobranzas, depósitos, entrega de documentación, entrega de paquetes entre otr ...","https://trabajo.gallito.com.uy/anuncio/cadete-con-moto-propia-h3gme","montevideo",2019-11-10 20:09:42
"VENDEDORA","MYGNS","Auxiliar","Atención al cliente","Hace 2 semanas ","Se necesitan jóvenes entre 18 y 33 años, comprometidas.
Con o sin experiencia. 
Horario Part-time o Full time Buena Presencia
Dinámico 
Responsable 
Puntua ...","https://trabajo.gallito.com.uy/anuncio/vendedora-ymty4","montevideo",2019-11-10 20:09:42
"VENDEDORA","SRB","Auxiliar","Atención al cliente","Hace 2 semanas ","Se necesitan  jovenes entre 18 y 33 años, comprometidas, con Horario Part-time o Full-Time Con deseo de superarse tanto en lo laboral como personal
Comprom ...","https://trabajo.gallito.com.uy/anuncio/vendedora-nh4hn","montevideo",2019-11-10 20:09:42
"VENTAS- DISPONIBILIDAD HORARIA","Belle Menti","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Se solicitan jóvenes de 20 a 30 años, responsables. puntuales, buen manejo de redes sociales e Internet. 
Ganancias diarias, quincenales, bonos de dinero y ...","https://trabajo.gallito.com.uy/anuncio/ventas-disponibilidad-horaria-gn9sm","montevideo",2019-11-10 20:09:42
"ATENCIÓN AL CLIENTE Y VENTAS","Importante empresa","Auxiliar","Teleoperadores - Call Center","Hace 2 semanas ","Jóvenes emprendedores de 18 a 33 años con deseo de superación, manejo de redes sociales, pro activos, brindamos capacitaciones constantes, ganancias diaria ...","https://trabajo.gallito.com.uy/anuncio/atencion-al-cliente-y-ventas-q4h9h","montevideo",2019-11-10 20:09:42
"VENTAS Y APOYO TÉCNICO ARTÍCULOS DE COMPUTACION","Empresa líder en informática","Auxiliar","Producción","Hace 3 semanas ","Necesitamos personas con conocimiento en el área de técnico en informática, también para él área de ventas y atención al público en diversas tareas. Prefer ...","https://trabajo.gallito.com.uy/anuncio/ventas-y-apoyo-tecnico-articulos-de-computacion-nzn65","montevideo",2019-11-10 20:09:42
"AUXILIAR CONTABLE","Estudio contable","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Liquidación de sueldos, dominio de GNS y ATYRO dominio de página de bps, altas bajas de personal, confección de nóminas,envío a BPS.
Requisito excluyente:  ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-contable-6uge6","montevideo",2019-11-10 20:09:42
"VENTAS-DISPONIBILIDAD HORARIA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Se solicitan jóvenes de 20 a 33 años, responsables, puntuales, buen manejo de redes sociales  e internet.
Ganancias diarias, quincenales, bonos de dinero y ...","https://trabajo.gallito.com.uy/anuncio/ventas-disponibilidad-horaria-ez4pm","montevideo",2019-11-10 20:09:42
"JEFE DE OPERACIONES","Importante empresa","Jefe","Logística - Distribución","Hace 3 semanas ","Su principal responsabilidad es la gestión integral de la operación logística.

Nos orientamos a la búsqueda de candidatos con gran capacidad de liderazgo, ...","https://trabajo.gallito.com.uy/anuncio/jefe-de-operaciones-h78yz","montevideo",2019-11-10 20:09:42
"VENDEDOR/A CON O SIN EXPERIENCIA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Venta y distribución de productos, cuidado de cartera de clientes, reclutamiento, liderazgo, capacitación. Requisitos: Productivo, Puntualidad, Responsabil ...","https://trabajo.gallito.com.uy/anuncio/vendedor-a-con-o-sin-experiencia-b82ma","montevideo",2019-11-10 20:09:42
"OFICIAL Y MEDIO OFICIAL","PHOENIX","Técnico / Especialista","Construcción - Arquitectura","Hace 3 semanas ","Oficial y medio oficial electricista, para obra.
Trabajo temporal Instalación y montaje de canalizaciones metálicas, bandejas, montaje de luminarias","https://trabajo.gallito.com.uy/anuncio/oficial-y-medio-oficial-as63g","montevideo",2019-11-10 20:09:42
"COLEGIO Y LICEO FEDERICO GARCÍA LORCA SOLICITA PARA 2020","Federico Garcia Lorca","Profesional","Educación - Recreación - Deportes","Hace 3 semanas "," Profesores de Bachillerato: Economía, Administración y Contabilidad, Filosfía, Biología, Música, Danza.","https://trabajo.gallito.com.uy/anuncio/colegio-y-liceo-federico-garcia-lorca-solicita-para-2020-r3at8","montevideo",2019-11-10 20:09:42
"COLEGIO Y LICEO FEDERICO GARCÍA LORCA SOLICITA PARA 2020","Federico Garcia Lorca","Profesional","Educación - Recreación - Deportes","Hace 3 semanas "," Maestra de Educación Inicial (Turno matutino y vespertino)","https://trabajo.gallito.com.uy/anuncio/colegio-y-liceo-federico-garcia-lorca-solicita-para-2020-nn8yr","montevideo",2019-11-10 20:09:42
"COLEGIO Y LICEO FEDERICO GARCÍA LORCA SOLICITA PARA 2020","Federico Garcia Lorca","Profesional","Educación - Recreación - Deportes","Hace 3 semanas "," Maestra de Primaria (Turno matutino)","https://trabajo.gallito.com.uy/anuncio/colegio-y-liceo-federico-garcia-lorca-solicita-para-2020-ejbsj","montevideo",2019-11-10 20:09:42
"COLEGIO Y LICEO FEDERICO GARCÍA LORCA SOLICITA PARA 2020","Federico Garcia Lorca","Profesional","Educación - Recreación - Deportes","Hace 3 semanas "," Dicentes de Inglés (Primaria, Ciclo Básico, Bachillerato)","https://trabajo.gallito.com.uy/anuncio/colegio-y-liceo-federico-garcia-lorca-solicita-para-2020-7u67q","montevideo",2019-11-10 20:09:42
"JEFE DE DEPARTAMENTOTECNICO","Empresa Multinacional Seleciona","Jefe","Producción","Hace 3 semanas "," Empresa Multinacional selecciona para división Auto Automotive 

JEFE DE DEPARTAMENTO TÉCNICO.



Ingeniero Industrial Mecánico  con experiencia cálculo e ...","https://trabajo.gallito.com.uy/anuncio/jefe-de-departamentotecnico-dd7ba","montevideo",2019-11-10 20:09:42
"ADMINISTRATIVO CONTABLE","Empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 semanas "," Presentar títulos habilitantes

(condición excluyente).

Facturación estados de cuenta, trámites organismos del estado.

Buena presencia y relacionamiento ...","https://trabajo.gallito.com.uy/anuncio/administrativo-contable-25j59","montevideo",2019-11-10 20:09:42
"GUARDIA DE SEGURIDAD (MONTEVIDEO - HORARIOS ROTATIVO)","Ketlark High Urban Security","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas ","Guardia de Seguridad para turnos rotativos en Montevideo

Excluyente:
Edad entre 25 y 60 años
Buena presencia
Disponibilidad horaria 
Experiencia en el áre ...","https://trabajo.gallito.com.uy/anuncio/guardia-de-seguridad-montevideo-horarios-rotativo-qyv5p","montevideo",2019-11-10 20:09:42
"ENCARGADO DE TURNO NOCHE SEGURIDAD- CIUDAD DE LA COSTA","Barrios Privados","Supervisor / Encargado","Seguridad - Vigilancia","Hace 3 semanas ","Estamos buscando ENCARGADO para el TURNO de la NOCHE para trabajar en el área de seguridad de Barrios Privados en la zona de Cuidad de la Costa.

Requisito ...","https://trabajo.gallito.com.uy/anuncio/encargado-de-turno-noche-seguridad-ciudad-de-la-costa-nq8b7","montevideo",2019-11-10 20:09:42
"CUIDADOR/A PARA RESIDENCIAL DE ADULTOS MAYORES","Importante empresa","Auxiliar","Salud","Hace 3 semanas ","-Preservar la Higiene del residente y mantener su ambiente limpio.
- Cumplir y asistir al residente en los horarios de alimentación.
- Vigilancia y cuidado ...","https://trabajo.gallito.com.uy/anuncio/cuidador-a-para-residencial-de-adultos-mayores-3ym9d","montevideo",2019-11-10 20:09:42
"LICENCIADAS/OS EN ENFERMERIA","SERVICIO MEDICO INTEGRAL","Técnico / Especialista","Salud","Hace 3 semanas "," 



Requisitos:

""	Edad hasta 45 años C/Exp. Documentada.      

""	Disponibilidad Horaria (dos turnos minino)          

""	Titulo habilitado por el MSP

"" ...","https://trabajo.gallito.com.uy/anuncio/licenciadas-os-en-enfermeria-e9qj8","montevideo",2019-11-10 20:09:42
"CAMARERO/A","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Camarero/a de sala Mise en place, servicio de alimentos y bebidas, conocimiento de productos","https://trabajo.gallito.com.uy/anuncio/camarero-a-pvg6p","montevideo",2019-11-10 20:09:42
"MEDICO MICROBIOLOGO","COMISION HONORARIA PARA LA LUCHA ANTITUBERCULOSA  Y ENFERMEDADES PREVALENTES","Profesional","Salud","Hace 3 semanas "," COMISION HONORARIA PARA LA  LUCHA ANTITUBERCULOSA Y ENFERMEDADES PREVALENTES

www.chlaep.org.uy



LLAMADO DE CONCURSO DE OPOSICION Y MERITOS

MEDIO MICRO ...","https://trabajo.gallito.com.uy/anuncio/medico-microbiologo-y37sp","montevideo",2019-11-10 20:09:42
"VENDEDORES","1122","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," Forma parte de nuestro equipo de Ventas.

Buscamos 2 vendedores para nuestro departamento comercial.

Si sos vendedor de calle, te gustan los desafíos, no ...","https://trabajo.gallito.com.uy/anuncio/vendedores-s5tye","montevideo",2019-11-10 20:09:42
"AUXILIAR ADMINISTRATIVO","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","AUXILIAR para colaborar

en tareas

administrativas. AUXILIAR para colaborar

en tareas

administrativas.","https://trabajo.gallito.com.uy/anuncio/auxiliar-administrativo-jd5sg","montevideo",2019-11-10 20:09:42
"LIMPIADOR/A","Importante empresa de limpieza","Auxiliar","Servicios - Oficios","Hace 3 semanas ","Importante empresa de limpieza busca personal de sexo femenino mayor de 45 años (excluyente), con muy buena presencia y referencias laborales comprobables. ...","https://trabajo.gallito.com.uy/anuncio/limpiador-a-d5y9t","montevideo",2019-11-10 20:09:42
"VENDEDOR PROFESIONAL","Talento  Consultores","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","ORIENTAMOS LA BUSQUEDA A PERSONAS CON  ALTO PERFIL COMERCIAL, CON EXPERIENCIA EN LA VENTA DE CAMPO, TANTO A NIVEL MINORISTA COMO MAYORISTA SE REQUIERE EXPE ...","https://trabajo.gallito.com.uy/anuncio/vendedor-profesional-jd8g8","montevideo",2019-11-10 20:09:42
"ADMINISTRATIVA COMERCIAL","","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Auxiliar administrativo comercial
Creacion de articulos en el sistema , control de socks ,soprte de ventas en relacion a inventarios disponibles, manejo de ...","https://trabajo.gallito.com.uy/anuncio/administrativa-comercial-jt2th","montevideo",2019-11-10 20:09:42
"ASISTENTE EN COMUNICACION Y MARKETING DIGITAL","Importante empresa","Profesional","Arte - Diseño - Comunicación","Hace 3 semanas ","Nos encontramos en la búsqueda de una persona proactiva,eficiente con capacidad organizativa y multitasking, contar con una amplia visión de inovacion y bú ...","https://trabajo.gallito.com.uy/anuncio/asistente-en-comunicacion-y-marketing-digital-5a2ph","montevideo",2019-11-10 20:09:42
"ADMINISTRATIVO","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Administrativo para mesa de operaciones Atenderá las inquietudes de nuestros funcionarios
Asistir a nuestros supervisores","https://trabajo.gallito.com.uy/anuncio/administrativo-gem9d","montevideo",2019-11-10 20:09:42
"INGENIERO AGRONOMO","Importante Empresa Exportadora","Profesional","Agroindustria","Hace 3 semanas "," Llamado Ingeniero  Agrónomo: empresa exportadora selecciona para su planta de empaque de citrus en salto Ingeniero Agrónomo o similar. 

Requisitos excluy ...","https://trabajo.gallito.com.uy/anuncio/ingeniero-agronomo-djvgm","montevideo",2019-11-10 20:09:42
"LÍDER DE PROYECTOS","Fundacion Julio Ricaldoni","Gerente","Consultoría","Hace 3 semanas ","Líder de Proyectos

1- ANTECEDENTES:

1.1.	La FJR, es una fundación (persona jurídica de derecho privado y sin fines de lucro) regulada por la ley 17.163.  ...","https://trabajo.gallito.com.uy/anuncio/lider-de-proyectos-n4t2h","montevideo",2019-11-10 20:09:42
"ANALISTA PROGRAMADOR / ANALISTA DE SISTEMAS. PYTHON JAVA","Fundación Julio Ricaldoni","Analista","Tecnologías de la información","Hace 3 semanas ","Analista Programador / Analista de Sistemas – Python y Java


1- ANTECEDENTES:

1.1.	La FJR, es una fundación (persona jurídica de derecho privado y sin fi ...","https://trabajo.gallito.com.uy/anuncio/analista-programador-analista-de-sistemas-python-java-pyn49","montevideo",2019-11-10 20:09:42
"CONSULTOR EN PROCESOS Y GESTIÓN DE CONOCIMIENTO","Fundación Julio Ricaldoni","Analista","Tecnologías de la información","Hace 3 semanas ","Procesos y Gestión de Conocimiento

1- ANTECEDENTES:

1.1.	La FJR, es una fundación (persona jurídica de derecho privado y sin fines de lucro) regulada por ...","https://trabajo.gallito.com.uy/anuncio/consultor-en-procesos-y-gestion-de-conocimiento-56rgh","montevideo",2019-11-10 20:09:42
"ATENCION AL PUBLICO","Helados artesanales la chicharra","Auxiliar","Servicios - Oficios","Hace 3 semanas ","atencion al mostrador , realizar tareas en planta , aprender hacer cucuruchos y pedidos al publico , tareas de limpieza en general ser puntuales , ser rapi ...","https://trabajo.gallito.com.uy/anuncio/atencion-al-publico-jvevz","montevideo",2019-11-10 20:09:42
"OPERARIO MÚLTIPLE","H. PETERSEN S.A - Caterpillar","Peon","Producción","Hace 3 semanas ","Realizar el lavado de equipos y componentes, siguiendo las pautas de trabajo acordes a cada equipo y solicitud en tiempo y forma, velando por el buen cuida ...","https://trabajo.gallito.com.uy/anuncio/operario-multiple-zbmj5","montevideo",2019-11-10 20:09:42
"ADMINISTRATIVO DE MANTENIMIENTOS CSA","H. PETERSEN S.A - Caterpillar","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Dar soporte al monitoreo de máquinas con Acuerdos de Mantenimiento y al taller con las solicitudes de repuestos para contratos y servicios. - Monitoreo Sat ...","https://trabajo.gallito.com.uy/anuncio/administrativo-de-mantenimientos-csa-zpa2b","montevideo",2019-11-10 20:09:42
"OF. MANTENIMIENTO","Importante empresa","Técnico / Especialista","Producción","Hace 3 semanas ","Importante empresa del rubro de manufactura, requiere incorporar a su equipo de trabajo a personal de mantenimiento. Orientamos nuestra búsqueda a personas ...","https://trabajo.gallito.com.uy/anuncio/of-mantenimiento-a3s75","montevideo",2019-11-10 20:09:42
"ODONTÓLOGO/ORTODONCISTA","Clínica Dental Brackets","Profesional","Salud","Hace 3 semanas ","-Ortodoncistas titulados o próximos a recibirse.
-Odontologos dinámicos.
-Disponibilidad horaria -Trabajo en equipo
-Estabilidad laboral
-Desarrollo profes ...","https://trabajo.gallito.com.uy/anuncio/odontologo-ortodoncista-8vd9v","montevideo",2019-11-10 20:09:42
"CUIDADOR DE ADULTOS MAYORES","Importante Residencial.","Auxiliar","Salud","Hace 3 semanas ","LLAMADO SÓLO PARA EGRESADOS DEL CURSO: ATENCIÓN A LA DEPENDENCIA. (Deben contar con el título registrado).

Importante Residencial selecciona Cuidadores, p ...","https://trabajo.gallito.com.uy/anuncio/cuidador-de-adultos-mayores-7h4gy","montevideo",2019-11-10 20:09:42
"INSTRUMENTISTA QUIRURGICA","Importante empresa","Técnico / Especialista","Salud","Hace 3 semanas ","Medical Hair selecciona instrumentista quirúrgica de sexo femenino, ya recibida para formar parte de nuestro equipo de trabajo. Es esencial que sepa trabaj ...","https://trabajo.gallito.com.uy/anuncio/instrumentista-gh9be","montevideo",2019-11-10 20:09:42
"VENTAS Y ATENCIÓN AL CLIENTE","Corporativo de ventas","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Ventas nacional e internacional y distribución 
Venta y asesoramiento en linea vía Internet
Seguimiento a cartera de clientes Post – Venta Proactiva
Respon ...","https://trabajo.gallito.com.uy/anuncio/ventas-y-atencion-al-cliente-eupd9","montevideo",2019-11-10 20:09:42
"CADETE","Importante empresa","Auxiliar","Cadetería - Cobranzas","Hace 3 semanas ","Cadeteria, cobranzas, atención al público, fabricación. Persona mayor de edad, preferentemente viva en zona centro, con criterio, pro activo, con intencion ...","https://trabajo.gallito.com.uy/anuncio/cadete-5psaz","montevideo",2019-11-10 20:09:42
"IMPORTANTE TALLER AUTOMOTRIZ SELECCIONA MÉCANICO","IMPORTANTE EMPRESA","Técnico / Especialista","Producción","Hace 3 semanas "," Experiencia en camiones valorada.

Zona Carrasco.

","https://trabajo.gallito.com.uy/anuncio/importante-taller-automotriz-selecciona-mecanico-z3g3r","montevideo",2019-11-10 20:09:42
"ELABORADORA DE SNACKS Y POSTRES GOURMET SELECCIONA VENDEDOR CON VEHÍCULO PARA MONTEVIDEO Y CIUDAD DE LA COSTA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Elaboradora de Snacks y Postres Gourmet selecciona Vendedor

Buscamos alguien con marcado perfil comercial y con conocimientos previos en la plaza de Alime ...","https://trabajo.gallito.com.uy/anuncio/elaboradora-de-snacks-y-postres-gourmet-selecciona-vendedor-con-vehiculo-para-montevideo-y-ciudad-de-la-costa-rzpgz","montevideo",2019-11-10 20:09:42
"ADMINISTRATIVA PARA LIQUIDACIÓN DE SUELDO","Importante empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","ADMINISTRATIVA PARA LIQUIDACIÓN DE SUELDOS en estudio contable, entre sus tareas además se encuentra confección de formularios para organismo públicos, trá ...","https://trabajo.gallito.com.uy/anuncio/administrativa-para-liquidacion-de-sueldo-rbt4z","montevideo",2019-11-10 20:09:42
"VENDEDOR","Fábrica de perfumes","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," Fábrica de perfumes selecciona

Para Montevideo

Requistios que se valorarán:

Experiencia en el sector

Locomoción propia.

Se ofrece:

Sueldo acorde al  ...","https://trabajo.gallito.com.uy/anuncio/vendedor-9ye6z","montevideo",2019-11-10 20:09:42
"VENTAS-DISPONIBILIDAD HORARIA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Solicitamos jóvenes de 20 a 30 años, responsables, puntuales, buen manejo de redes sociales he Internet. 
Ganancias diarias, quincenales,bonos de dinero y  ...","https://trabajo.gallito.com.uy/anuncio/ventas-disponibilidad-horaria-jngpz","montevideo",2019-11-10 20:09:42
"BACHERA/O-AUXILIAR","Praga Restaurant y Café","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Tareas varias Bacha y tareas asignadas por encargado","https://trabajo.gallito.com.uy/anuncio/auxiliar-e2e5g","montevideo",2019-11-10 20:09:42
"PROMOVENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Buscamos personas de entre 20 y 35 años, de sexo femenino para incorporarse en campañas de trabajo en el interior del país. - No es Venta.

- 4 días de tra ...","https://trabajo.gallito.com.uy/anuncio/promovendedora-6mud4","montevideo",2019-11-10 20:09:42
"ATENCION AL CLIENTE","Importante empresa","Auxiliar","Ventas - Comercial","Hace 3 semanas ","Manejar redes sociales, crear vinculo con los cliente asesorar en mostrador y llevar stock.
conocimiento de diseño NO EXCLUYENTE.
BUEN VOCABULARIO. REDES S ...","https://trabajo.gallito.com.uy/anuncio/atencion-al-cliente-4z2z6","montevideo",2019-11-10 20:09:42
"AUXILIAR DE FIAMBRERIA","","Auxiliar","Atención al cliente","Hace 3 semanas ","SE NECESITA CHICA PARA FIAMBRERÍA Y PRODUCTOS DE GRANJA.
Entre 25 y 40 años. Con experiencia en fiambrería y muy buen trato con el publico.
Venta de fiambr ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-de-fiambreria-yj3hv","montevideo",2019-11-10 20:09:42
"DISTRIBUIDORES INDEPENDIENTES","Aleli suplementos ","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Vender y promocionar los productos, crear una nueva cartera de clientes realizándoles los seguimientos correspondientes para así fidelizarlos . La persona  ...","https://trabajo.gallito.com.uy/anuncio/distribuidores-independientes-jaerv","montevideo",2019-11-10 20:09:42
"AUXILIAR DE ATENCIÓN AL CLIENTE","Importante empresa de alquiler de vehículos","Auxiliar","Atención al cliente","Hace 3 semanas ","Atención integral al cliente representando a la empresa en forma calificada
Capacidad para comunicarse fluidamente en portugués (EXCLUYENTE) e inglés (SE V ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-de-atencion-al-cliente-46mrt","montevideo",2019-11-10 20:09:42
"RRHH","Teleservicios","Supervisor / Encargado","Recursos Humanos","Hace 3 semanas ","El objetivo del puesto es encargarse del reclutamiento, selección y gestión de recursos humanos. 
Reportará a la Gerencia. 

Adjuntar CV.
 Buscamos un prof ...","https://trabajo.gallito.com.uy/anuncio/rrhh-bev6z","montevideo",2019-11-10 20:09:42
"ATENCIÓN AL CLIENTE Y VENTAS","Salud bienestar y dinero ","Auxiliar","Teleoperadores - Call Center","Hace 3 semanas ","Jóvenes emprendedores de 18 a 33 años con deseo de superación, manejo de redes sociales, pro activos, brindamos capacitaciones constantes, ganancias diaria ...","https://trabajo.gallito.com.uy/anuncio/atencion-al-cliente-y-ventas-zamq2","montevideo",2019-11-10 20:09:42
"INSTRUCTOR Y VENTAS","FIGHER","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Atención al público, asesoramiento técnico, se le formara para dar instrucción de cursos. Teléfono, Puntualidad y asiduidad, se valorará experiencia en ven ...","https://trabajo.gallito.com.uy/anuncio/instructor-y-ventas-nmuhn","montevideo",2019-11-10 20:09:42
"EMPRESA RADICADA EN URUGUAY BUSCA PERSONAL PARA EL ÁREA VENTAS Y DISTRIBUCIÓN","Bienestar natural","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","vetas y distribución, seguimiento a cartera de clientes, persona proactiva, responsable, dedicado a su actividad,","https://trabajo.gallito.com.uy/anuncio/empresa-radicada-en-uruguay-busca-personal-para-el-area-ventas-y-distribucion-6yzze","montevideo",2019-11-10 20:09:42
"EMPRESAS DISTRIBIDORAS","Empresa","Auxiliar","Logística - Distribución","Hace 3 semanas "," EXCEPCIONAL EMPRESA FABRICANTE       

OFRECE GRAN OPORTUNIDAD A EMPRESAS DISTRIBIDORAS

DISTRIBUIR SU  IMPORTANTE LINEA DE PRODUCTOS  DESINFECTANTES

Y L ...","https://trabajo.gallito.com.uy/anuncio/empresas-distribidoras-2bngq","montevideo",2019-11-10 20:09:42
"CHOFER","FLETES Y REPARTOS","Peon","Servicios - Oficios","Hace 3 semanas ","PRECISAMOS A UNA PERSONA CON LIBRETA Y EXPERIENCIA PARA MANEJAR FURGON DE FLETE Y REPARTO DE PRODUCTOS EN LOCALES DE MONTEVIDEO. BUSCAMOS PERSONAS 

PUNTUA ...","https://trabajo.gallito.com.uy/anuncio/chofer-e8jay","montevideo",2019-11-10 20:09:42
"ESTUDIANTE CONTADOR PUBLICO","","Asistente","Administración - Secretariado","Hace 3 semanas ","AUREN Capital Humano selecciona Estudiantes de Contador Público para incorporar a la firma. 

Orientamos la búsqueda a estudiantes con y sin experiencia la ...","https://trabajo.gallito.com.uy/anuncio/estudiante-contador-publico-s9v7y","montevideo",2019-11-10 20:09:42
"CONTADOR PUBLICO PARA EL DEPARTAMENTO DE OUTSOURCING","AUREN","Profesional","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Buscamos Contador Público con sólidos conocimientos y experiencia en estudios contables brindando asesoramiento contable, laboral y fiscal, con un manejo f ...","https://trabajo.gallito.com.uy/anuncio/contador-publico-para-el-departamento-de-outsourcing-gj3vm","montevideo",2019-11-10 20:09:42
"EJECUTIVO COMERCIAL FINANCIERO","","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Ofrecemos la posibilidad de incorporarse a un start up en pleno proceso de formación y crecimiento con posibilidades de proyección y desarrollo profesional ...","https://trabajo.gallito.com.uy/anuncio/ejecutivo-comercial-financiero-ruqgp","montevideo",2019-11-10 20:09:42
"VENTAS","LUIS SOSA","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Busco personas que estén interesadas en realizar una actividad independiente en el área de ventas en la industria del bienestar, oportunidad de generar ing ...","https://trabajo.gallito.com.uy/anuncio/ventas-gav8n","montevideo",2019-11-10 20:09:42
"ENSALADAS, FUEGOS, LAVANDIN","Fishmarket Carrasco","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Trabajo en cocina a la vista . Prolijidad, puntualidad.","https://trabajo.gallito.com.uy/anuncio/ensaladas-fuegos-lavandin-t6992","montevideo",2019-11-10 20:09:42
