"puesto","Empresa","Departamento","Ciudad","fecha","fecha_scraping","links"
"vendedores especializados  - productos tangibles ","teamsales","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-especializados--productos-tangibles--en-montevideo-1E2D6ABC01D1602861373E686DCF3405"
"Chofer de reparto","InserciónLaboralWorklink","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-de-reparto-en-montevideo-1AA44375DA6A3CAA61373E686DCF3405"
"Gestor de Cobranza Telefónico","REQUIRO","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-gestor-de-cobranza-telefonico-en-montevideo-4CC5521AE1F111B461373E686DCF3405"
"Pasante Administrativo - para área comercial ","Farmashop","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-pasante-administrativo-para-area-comercial--en-montevideo-E193C9656D8FAD0C61373E686DCF3405"
" Administrativos - Tercerizado para Ente Público. ","DCAContadoresyAsociados","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de--administrativos-tercerizado-para-ente-publico--en-montevideo-50B2EFF056517EE061373E686DCF3405"
"Asistente Administrativa/o ","VirginiaFasano&Asoc","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-administrativao--en-montevideo-33DB0ED6E198565961373E686DCF3405"
"Telefonista recepcionista  - para Empresa Multinacional","Curbelo&Cianci","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-telefonista-recepcionista--para-empresa-multinacional-en-montevideo-29D71B80AFC5AF8D61373E686DCF3405"
"Ayudante de Electromecánica - para trabajar en OSE","UHYGubba&Asociados","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-electromecanica-para-trabajar-en-ose-en-montevideo-A2CA6575AC2C24F261373E686DCF3405"
"Ayudante de Fontanería  - Tercerizado para Ente Público","DCAContadoresyAsociados","Montevideo",NA,"6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-fontaneria--tercerizado-para-ente-publico-en-uruguay-30F041CB736F8E1A61373E686DCF3405"
"Encargado restoran  - Temporada Punta del este ","DonPeperone","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-restoran--temporada-punta-del-este--en-montevideo-229E0D50BC7C4B6C61373E686DCF3405"
"Ayudante en Electromecánica - Tercerizado para Ente Público. ","DCAContadoresyAsociados","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-en-electromecanica-tercerizado-para-ente-publico--en-montevideo-768B2A3EDD4965CD61373E686DCF3405"
"VENDEDORES Part time  / Full time","FZEmprendedores","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-part-time--full-time-en-montevideo-5215F5B0134CC75161373E686DCF3405"
"Tesorero","Advice","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-tesorero-en-montevideo-9DDBDBCA1A0870DE61373E686DCF3405"
"Analista de Repuestos","ManpowerGroup","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-repuestos-en-montevideo-F47EB38F973B697761373E686DCF3405"
"Supervisora de Ventas   -  Para Montevideo e Interior del País","ManpowerGroup","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-supervisora-de-ventas---para-montevideo-e-interior-del-pais-en-montevideo-93BE1F486549E9D861373E686DCF3405"
"Vendedor de vía pública (Colonia) - Para importante empresa multinacional de telecomunicaciones ","ManpowerGroup","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-de-via-publica-colonia-para-importante-empresa-multinacional-de-telecomunicaciones--en-montevideo-5873AA5F4BAEFF0061373E686DCF3405"
"Encargada de Ventas – para Paysandú ","ManpowerGroup","Paysandú","Paysandu","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-encargada-de-ventas-para-paysandu--en-paysandu-96688902A2BF11CD61373E686DCF3405"
"Analista Contable - Montevideo","randstad","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-contable-montevideo-en-montevideo-678BAD1A51F40EB261373E686DCF3405"
"Auxiliar en Durazno  - Sos la persona que buscamos sin importar tu edad","Pagnifique","Durazno","Durazno","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-en-durazno--sos-la-persona-que-buscamos-sin-importar-tu-edad-en-durazno-C347BA6A801BABD561373E686DCF3405"
"Semi Técnicos en Arquitectura o Ingeniería - Tercerizado para Ente Público","DCAContadoresyAsociados","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-semi-tecnicos-en-arquitectura-o-ingenieria-tercerizado-para-ente-publico-en-montevideo-73418628290FFD1A61373E686DCF3405"
"Técnico en Electrónica - para Satellogic","Advice","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-electronica-para-satellogic-en-montevideo-1060529ED8347DDA61373E686DCF3405"
"Asesor Comercial de Cuentas ","Possum","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-de-cuentas--en-montevideo-621DC391D8E8D0B361373E686DCF3405"
"Auxiliar en Young  - Sos la persona que buscamos sin importar tu edad","Pagnifique","RíoNegro","Young","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-en-young--sos-la-persona-que-buscamos-sin-importar-tu-edad-en-young-97A9F96FA36B3EA761373E686DCF3405"
"Foguista  industria farmacéutica - montevideo","randstad","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-foguista-industria-farmaceutica-montevideo-en-montevideo-6F8683B61936D6EB61373E686DCF3405"
"Asistente Administrativo","InteragrovialS.A.","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-administrativo-en-montevideo-E6E7F1C42ACAA0DA61373E686DCF3405"
"Operadores ventas telefonicas - Part Time","randstad","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-operadores-ventas-telefonicas-part-time-en-montevideo-D2C837F03E1CA97E61373E686DCF3405"
"Scrum Master","TopSystems","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-scrum-master-en-montevideo-B0382B1B0E56BC7061373E686DCF3405"
"Project Manager - Egresados de Ingeniería Mecánica,  Industrial o Naval","AegisConsultoraOrganizacional","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-project-manager-egresados-de-ingenieria-mecanica-industrial-o-naval-en-montevideo-1F585E26737CE40861373E686DCF3405"
"Estudiantes o Egresados de Telecomunicaciones y/o Telemática  - Part time o Full Time ","AegisConsultoraOrganizacional","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiantes-o-egresados-de-telecomunicaciones-yo-telematica--part-time-o-full-time--en-montevideo-14E697D52AF9874061373E686DCF3405"
"Analista en Sistemas  - Para empresa de Software","AegisConsultoraOrganizacional","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-en-sistemas--para-empresa-de-software-en-montevideo-6BB483CC46796E4F61373E686DCF3405"
"Cocineros ",".MontevideoBeerCompanyLtda","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cocineros--en-montevideo-732999F07148C4B161373E686DCF3405"
"Ayudantes de cocina - con experiencia ",".MontevideoBeerCompanyLtda","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudantes-de-cocina-con-experiencia--en-montevideo-09E22A14A324144461373E686DCF3405"
"Cocinero - con experiencia",".MontevideoBeerCompanyLtda","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cocinero-con-experiencia-en-montevideo-103FBC0522778E6B61373E686DCF3405"
"Ayudante de Cocina","Biga","Maldonado","LaBarra","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-cocina-en-la-barra-0A9B749349D2313561373E686DCF3405"
"Recepcionista -  contrato a término","randstad","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista--contrato-a-termino-en-montevideo-753316BCC289CC7D61373E686DCF3405"
"Ayudante de pizzeria","Biga","Maldonado","LaBarra","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-pizzeria-en-la-barra-3EB7B9A785BC53EB61373E686DCF3405"
"Limpiavidrios en alturas - Temporal","ClanisS.A","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-limpiavidrios-en-alturas-temporal-en-montevideo-BF493906E24FAE2D61373E686DCF3405"
"Vendeor/a de Salón - Para comercio mayorista","CIDEL CentrodeEmpleo","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendeora-de-salon-para-comercio-mayorista-en-montevideo-66E1987245DFCBA361373E686DCF3405"
"Atención al cliente / Call center","Synapsis","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-call-center-en-montevideo-18B28F1175C77BA161373E686DCF3405"
"Administrativo Senior - Importadora Consumo Masivo","FRIEDMAN","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-senior-importadora-consumo-masivo-en-montevideo-DD0BDD8F6D5C427361373E686DCF3405"
"Operario Zafral - Zona Malvín","Aglh","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-operario-zafral-zona-malvin-en-montevideo-3AC3677147A56B3661373E686DCF3405"
"Auxiliar de Ventas para Panadería en Maldonado","Pagnifique","Maldonado","PuntaDelEste","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-contador-para-consultaria-en-finanzas-en-montevideo-6C1B7B1848E7F72661373E686DCF3405"
"Contador para Consultaría en Finanzas","CPAFerrere","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-ventas-para-panaderia-en-maldonado-en-punta-del-este-4CDB076C5022012861373E686DCF3405"
"Auxiliar Administrativo Contable","randstad","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativo-contable-en-montevideo-D44BDAE8533F384D61373E686DCF3405"
"Reponedor/a - Colonia","ESECE","Colonia","ColoniaDelSacramento","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-reponedora-colonia-en-colonia-del-sacramento-E97C79FBEE0D42E961373E686DCF3405"
"Agente de Cargas - GHA / GSA de Línea Aérea","CamdiforS.A.","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-cargas-gha-gsa-de-linea-aerea-en-montevideo-2FC4BFC2CDAE658161373E686DCF3405"
"Community manager","ElViajeroBravaBeachHostels&Suites","Maldonado","PuntaDelEste","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-community-manager-en-punta-del-este-89F0F2ECAFB48D2961373E686DCF3405"
"Recepcionista  - (Suplencia)","Adecco","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista--suplencia-en-montevideo-DED653A08E5D1A8F61373E686DCF3405"
"Aux. Limpieza   Masculino - Punta Rieles   ZA","GlobalHigieneSRL","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-aux-limpieza--masculino-punta-rieles--za-en-montevideo-2080EAC7D8FEDA4E61373E686DCF3405"
"Auxiliar Administrativo Contable - Para Instituto Educativo Ubicado en el Centro de Montevideo","MOTIVAPersonasenMovimiento","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativo-contable-para-instituto-educativo-ubicado-en-el-centro-de-montevideo-en-montevideo-81B0B63D56E206C261373E686DCF3405"
"Jóvenes de Colonia Contrato a término - Montes del Plata","MontesdelPlata","Colonia","Conchillas","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-jovenes-de-colonia-contrato-a-termino-montes-del-plata-en-conchillas-D12B249586D51D3761373E686DCF3405"
"Ingeniero de Software  ","PrometeoSoluciones","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-software--en-montevideo-70CAC4633F84416D61373E686DCF3405"
"Panadero - para la ciudad de Minas","FRIEDMAN","Lavalleja","Minas","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-panadero-para-la-ciudad-de-minas-en-minas-C7B5C95F356000BD61373E686DCF3405"
"Agente de atención al cliente telefónica.","Synapsis","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-atencion-al-cliente-telefonica-en-montevideo-2222CAC4AF58024461373E686DCF3405"
"Estudiante de arquitectura o diseño - part time","BAUKRAFT","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiante-de-arquitectura-o-diseno-part-time-en-montevideo-F6EFF8D82F015F2A61373E686DCF3405"
"Técnico refrigeración - Barcelona  España","SONEGGROUPSL","España",NA,"6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-refrigeracion-barcelona-espana-en-espana-982BAB790A556B4661373E686DCF3405"
"Telemarketer - Horario: lunes a viernes 15 a 21 hs y sábados 13:30 a 17 hs","Advice","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-telemarketer-horario-lunes-a-viernes-15-a-21-hs-y-sabados-1330-a-17-hs-en-montevideo-51C8C39003121F4961373E686DCF3405"
"Tecnico Informatico ","Composystem","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-informatico--en-montevideo-1C777AC9125582C361373E686DCF3405"
"Cadete Chofer","Composystem","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cadete-chofer-en-montevideo-51D2E31FB4E725E061373E686DCF3405"
"Auxiliares de Limpieza zafrales - excluyente experiencia previa","HardworkingConsultores","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliares-de-limpieza-zafrales-excluyente-experiencia-previa-en-montevideo-0A93E1CD8BAC722561373E686DCF3405"
"Ejecutivo de Cuenta - Rubro Informática","Composystem","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-cuenta-rubro-informatica-en-montevideo-6F09D9E393FF5C7361373E686DCF3405"
"Vendedor Corporativo - Soluciones Audiovisuales","Composystem","Montevideo","Montevideo","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-corporativo-soluciones-audiovisuales-en-montevideo-DA1859B5A06FEE1961373E686DCF3405"
"Ayudante de producción - Playa Pascual ","ManpowerGroup","SanJosé","PlayaPascual","6 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-produccion-playa-pascual--en-playa-pascual-20F13EF5FD6A1B6B61373E686DCF3405"
"Cadete para PedidosYa - con moto propia","RUBALIRS.A.","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cadete-para-pedidosya-con-moto-propia-en-montevideo-D12D97947F6BDC6B61373E686DCF3405"
"Mucama/o para hoteleria - Experiencia mínima 3 años","BDAHotel Maldonado","Pinares","LasDelicias","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mucamao-para-hoteleria-experiencia-minima-3-anos-en-pinares-las-delicias-511D3C301D1ED5A261373E686DCF3405"
"Personal Doméstico - eventual","ConsultoraHumanphi","Maldonado","Maldonado","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-personal-domestico-eventual-en-maldonado-3299AA351EA6DA0461373E686DCF3405"
"Stock Keeper","SofitelMontevideoCasinoCarrasco&Spa","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-stock-keeper-en-montevideo-5FC970A46762519961373E686DCF3405"
"Asistente en Odontología para cubrir licencia - para Organismo Público","WorkOfficeS.A.","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-en-odontologia-para-cubrir-licencia-para-organismo-publico-en-montevideo-EF35357C70CC32F261373E686DCF3405"
"Promotores/as - eventuales","ConsultoraHumanphi","Maldonado","Maldonado","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-promotoresas-eventuales-en-maldonado-F6CD74C02A53555661373E686DCF3405"
"Reponedores - eventuales","ConsultoraHumanphi","Maldonado","Maldonado","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-reponedores-eventuales-en-maldonado-7CBF452096D1940761373E686DCF3405"
"Mucamas - eventuales","ConsultoraHumanphi","Maldonado","Maldonado","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mucamas-eventuales-en-maldonado-27CE80FE5494CC2461373E686DCF3405"
"administrativo - turno de noche","HotelAmerica","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-turno-de-noche-en-montevideo-A6755D7DD3B88A7261373E686DCF3405"
"Desarrollador .NET SR","Middlesoftsrl","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-net-sr-en-montevideo-584BCC220CEDD86361373E686DCF3405"
"Guardia de Seguridad - Turnos Rotativos  Montevideo","GrupoGamma","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-guardia-de-seguridad-turnos-rotativos-montevideo-en-montevideo-13AE5FBC2930555361373E686DCF3405"
"Agente de venta telefónica para reconocido Servicio Fúnebre  - L a V de 15 a 20:30 hs","CasaTr3s","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-venta-telefonica-para-reconocido-servicio-funebre--l-a-v-de-15-a-2030-hs-en-montevideo-AC62D366FE9E146961373E686DCF3405"
"Asesor Comercial de Seguros de Vida -  contrato a término por 1 año con posibilidades de continuar","Advice","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-de-seguros-de-vida--contrato-a-termino-por-1-ano-con-posibilidades-de-continuar-en-montevideo-65854FA9D858CE5961373E686DCF3405"
"Auxiliares de Atención a Clientes y Ventas de Salón  - eventuales","ConsultoraHumanphi","Maldonado","Maldonado","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliares-de-atencion-a-clientes-y-ventas-de-salon--eventuales-en-maldonado-4774A6B0D3B4EFD461373E686DCF3405"
"Mozos - eventuales","ConsultoraHumanphi","Maldonado","Maldonado","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mozos-eventuales-en-maldonado-71B7CC3B9E6458B361373E686DCF3405"
"Cajeros - eventuales","ConsultoraHumanphi","Maldonado","Maldonado","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cajeros-eventuales-en-maldonado-1525A1C8A2D1736061373E686DCF3405"
"Senior PHP Developer - Buscamos para Liveclicker","O+H","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-senior-php-developer-buscamos-para-liveclicker-en-montevideo-64C0355D364F511C61373E686DCF3405"
"Vendedor/a freelance","MARTINREZKS.A.","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-freelance-en-montevideo-4F20EE6D44A3B55261373E686DCF3405"
"Manufacturing Assistant  - Barros Blancos, Canelones. ","randstad","Canelones","BarrosBlancos","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-manufacturing-assistant--barros-blancos-canelones--en-barros-blancos-8F0DDA7200F9D0E261373E686DCF3405"
"Ejecutivo/a de cuentas telefónico - portugués","MarlonyS.A.","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivoa-de-cuentas-telefonico-portugues-en-montevideo-EAAD775B2BFC730561373E686DCF3405"
"Analista Funcional de Sistemas - para Empresa Multinacional","Curbelo&Cianci","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-funcional-de-sistemas-para-empresa-multinacional-en-montevideo-27C176FD2D4DBB5361373E686DCF3405"
"Auxiliar en Durazno Sos la persona que buscamos sin importar tu edad","Pagnifique","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-en-durazno-sos-la-persona-que-buscamos-sin-importar-tu-edad-en-montevideo-16D393FDB6D2B28461373E686DCF3405"
"Auxiliar en Young Sos la persona que buscamos sin importar tu edad","Pagnifique","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-en-young-sos-la-persona-que-buscamos-sin-importar-tu-edad-en-montevideo-D0E42A47A2E62E2161373E686DCF3405"
"Encargado/a de Panadería para Young ","Pagnifique","RíoNegro","Young","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-encargadoa-de-panaderia-para-young--en-young-200FFA4A796C583961373E686DCF3405"
"Asistente de Visual","DivinoS.A.","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-visual-en-montevideo-2C966BFD6EAEEAC361373E686DCF3405"
"Analista Contable","Curbelo&Cianci","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-contable-en-montevideo-7110424EC7911F0961373E686DCF3405"
"Mozo temporada punta del este  - Con experiencia ","DonPeperone","Maldonado","PuntaDelEste","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mozo-temporada-punta-del-este--con-experiencia--en-punta-del-este-267A5312D2EEDAD861373E686DCF3405"
"Chofer de Respuesta Móvil - Costa de Oro","GrupoGamma","Canelones","Atlantida","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-de-respuesta-movil-costa-de-oro-en-atlantida-CDFA593850CB874961373E686DCF3405"
"Vendedores freelance","teamsales","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-freelance-en-montevideo-89C2845A464A529A61373E686DCF3405"
"Peón con manejo de autoelevadores y/o montacargas - Zona Gianattasio","randstad","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-peon-con-manejo-de-autoelevadores-yo-montacargas-zona-gianattasio-en-montevideo-5D2A9AC4CCB3D2E561373E686DCF3405"
"Vendedor de Mostrador  - Excluyente tener experiencia previa en ventas ","ManpowerGroup","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-de-mostrador--excluyente-tener-experiencia-previa-en-ventas--en-montevideo-0BBB8F3732D1380E61373E686DCF3405"
"Analista Contable (Zonamerica) – Temporal  - Para importante empresa multinacional ","ManpowerGroup","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-contable-zonamerica-temporal--para-importante-empresa-multinacional--en-montevideo-C6482C2513C84F2C61373E686DCF3405"
"Analista de Recursos Humanos","ManpowerGroup","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-recursos-humanos-en-montevideo-566817E3F94BC6A761373E686DCF3405"
"Personal para Contact Center - Para el rubro de la Salud","ManpowerGroup","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-personal-para-contact-center-para-el-rubro-de-la-salud-en-montevideo-64563D96E59C32EA61373E686DCF3405"
"Mucama - para prestigiosa cadena hotelera","ManpowerGroup","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mucama-para-prestigiosa-cadena-hotelera-en-montevideo-90E10140F666706061373E686DCF3405"
"Ayudante de Reparto - Empresa en Sayago","Advice","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-reparto-empresa-en-sayago-en-montevideo-6F8C486AA90D8F4161373E686DCF3405"
"Asistente de Marketing Digital - (Zona Centro)","WorkOfficeS.A.","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-marketing-digital-zona-centro-en-montevideo-E2B74FF2DC87B2E761373E686DCF3405"
"Mozo mixto - Noche","BORTOLOTgelato&caffe","Colonia",NA,"5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mozo-mixto-noche-en-uruguay-E868A3EC9154BA9361373E686DCF3405"
