"puesto","Empresa","Departamento","Ciudad","fecha","fecha_scraping","links"
"Asesor Comercial","Advice","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-en-montevideo-68F3BE914781DCB061373E686DCF3405"
"Agente de quality assurance - Zonamérica","Advice","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-quality-assurance-zonamerica-en-montevideo-0A69F1A895C9B4D061373E686DCF3405"
"Estudiantes de carreras universitarias de TI  - (Licenciatura en Sistemas, Ingeniería en Sistemas o Computación)","Ernst&Young(EY)","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiantes-de-carreras-universitarias-de-ti--licenciatura-en-sistemas-ingenieria-en-sistemas-o-computacion-en-montevideo-05D6C6084B2E4FDF61373E686DCF3405"
"Cajeros  - Para Shopping Las Piedras","FRIEDMAN","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cajeros--para-shopping-las-piedras-en-montevideo-9A4DEC0967DDDC0361373E686DCF3405"
"Elevadorista con Libreta H","WorkOfficeS.A.","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-elevadorista-con-libreta-h-en-montevideo-734465ECEBA874B961373E686DCF3405"
"Ayudante para Centro de Estética Automotríz - Contato por Temporada PdE","WZTallerAutomotriz","Maldonado","PuntaDelEste","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-para-centro-de-estetica-automotriz-contato-por-temporada-pde-en-punta-del-este-1392E7611519435561373E686DCF3405"
"Estudiantes avanzados o recién egresados de Marketing, comunicación o carreras afines - interesados en analiza el mercado de Trade Marketing","ManpowerGroup","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiantes-avanzados-o-recien-egresados-de-marketing-comunicacion-o-carreras-afines-interesados-en-analiza-el-mercado-de-trade-marketing-en-montevideo-AFE70564639BF5CC61373E686DCF3405"
"Auxiliar de depósito - para importante empresa","ManpowerGroup","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-deposito-para-importante-empresa-en-montevideo-ABC2EEA38135333361373E686DCF3405"
"Cadete para Imprenta - con experiencia","ImprentaDiagonal","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cadete-para-imprenta-con-experiencia-en-montevideo-A1387C43A901AC2261373E686DCF3405"
"Atencion a clientes - ventas","FZEmprendedores","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-a-clientes-ventas-en-montevideo-8C9E53A4668D498161373E686DCF3405"
"Vigilante Auxiliar CON ARMA  - Para reconocida Empresa del Rubro Seguridad","CONSULTORAMG","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vigilante-auxiliar-con-arma--para-reconocida-empresa-del-rubro-seguridad-en-montevideo-E4B4F1D893092B5761373E686DCF3405"
"Sales Assistant","Advice","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-sales-assistant-en-montevideo-3CAAF4A5DA2934EA61373E686DCF3405"
"auxiliar en ventas - turno completo ","OHLALA","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-en-ventas-turno-completo--en-montevideo-BC787EE6905834F361373E686DCF3405"
"Ejecutivo de Cuenta Clave","Possum","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-cuenta-clave-en-montevideo-38CFE0F3F905F72B61373E686DCF3405"
"Vendedor/a Independiente a Comisión  - Medio Tiempo de Lunes a Viernes","AUDIC","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-independiente-a-comision--medio-tiempo-de-lunes-a-viernes-en-montevideo-9BD06D95BF20A99261373E686DCF3405"
"Operario de depósito - Ciudad de la Costa","VP Selección","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-deposito-ciudad-de-la-costa-en-montevideo-A3E1A4079A69ABAB61373E686DCF3405"
"Coordinador de Ventas","DazzlerMontevideo","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-ventas-en-montevideo-011C28E5B8A43FB461373E686DCF3405"
"Vigilante Auxiliar - Para reconocida Empresa del Rubro Seguridad","CONSULTORAMG","Rocha","Rocha","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vigilante-auxiliar-para-reconocida-empresa-del-rubro-seguridad-en-rocha-1A3E0F948BC5ABDC61373E686DCF3405"
"Operario electromecánico - Zona Joaquín Suárez ","ConsultoraHumanphi","Canelones","JoaquinSuarez","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-operario-electromecanico-zona-joaquin-suarez--en-joaquin-suarez-286748BFFC718B6A61373E686DCF3405"
"Profesor de Lenguaje - con titulación universitaria","BienestarLaboralyCultural","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-profesor-de-lenguaje-con-titulacion-universitaria-en-montevideo-C7B840CA1C2270F961373E686DCF3405"
"Jefe comercial con cartera de clientes - para empresa de acompañantes","LSC&Asociados","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-comercial-con-cartera-de-clientes-para-empresa-de-acompanantes-en-montevideo-C3C14DC952E000AA61373E686DCF3405"
"Auxiliar Contable - Para Estudio Contable","CIDEL CentrodeEmpleo","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-para-estudio-contable-en-montevideo-95B2E836594661E261373E686DCF3405"
"Vendedores para call center de servicio de acompañantes - Solo con cartera de cliente","LSC&Asociados","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-para-call-center-de-servicio-de-acompanantes-solo-con-cartera-de-cliente-en-montevideo-2734C032D25EE39D61373E686DCF3405"
"Limpieza - matutino y vespertino","CleanNetLatinAmérica","Canelones","LasPiedras","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-limpieza-matutino-y-vespertino-en-las-piedras-DF19B004765DFC2061373E686DCF3405"
"Recepcionista hotel","ALIVEHOTELSPARESORT","Maldonado","Chihuahua","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-hotel-en-chihuahua-518CDBDA8768ECDB61373E686DCF3405"
"Vendedor free lance - Vendedor","INDUSTRIALMOLINERACA","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-free-lance-vendedor-en-montevideo-F1E02C2DA72795B861373E686DCF3405"
"Vigilante Auxiliar - Para reconocida Empresa del Rubro Seguridad","CONSULTORAMG","TreintayTres","TreintaYTres","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vigilante-auxiliar-para-reconocida-empresa-del-rubro-seguridad-en-treinta-y-tres-057B05E000AD69BD61373E686DCF3405"
"Operario  - Zona Joaquín Suarez ","ConsultoraHumanphi","Canelones","JoaquinSuarez","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-operario--zona-joaquin-suarez--en-joaquin-suarez-3EFB526E4D7D1A5461373E686DCF3405"
"Telemarketer para Contact Center - Telefonía Celular","HighContactCenter","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-telemarketer-para-contact-center-telefonia-celular-en-montevideo-A69A70FBD9C3473561373E686DCF3405"
"Supervisor de Merchadising con Automóvil","ESECE","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-merchadising-con-automovil-en-montevideo-FD7368F781B491BF61373E686DCF3405"
"Programador Semi Senior ","TopSystems","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-programador-semi-senior--en-montevideo-D2757D02CC028EC661373E686DCF3405"
"Programador JAVA Semi Senior ","TopSystems","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-programador-java-semi-senior--en-montevideo-412EAFE58F03413C61373E686DCF3405"
"IT Líder Técnico ","TopSystems","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-it-lider-tecnico--en-montevideo-81F2C4CD19AE873561373E686DCF3405"
"Full Stack Developer ","TopSystems","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-full-stack-developer--en-montevideo-01B5C69F5CB90E1F61373E686DCF3405"
"Analista de Soporte de Software","TopSystems","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-soporte-de-software-en-montevideo-430E052A4402625F61373E686DCF3405"
"Supervisor de Promotores - Disponibilidad para trabajar de Viernes a Martes, horario part time ","ManpowerGroup","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-promotores-disponibilidad-para-trabajar-de-viernes-a-martes-horario-part-time--en-montevideo-76761618CFF013CD61373E686DCF3405"
"Supervisor de merchandising  - Disponibilidad para trabajar de Miércoles a Domingo, horario part time ","ManpowerGroup","Montevideo","Montevideo","5 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-merchandising--disponibilidad-para-trabajar-de-miercoles-a-domingo-horario-part-time--en-montevideo-A2533013353DEAE761373E686DCF3405"
"Moza","ElViajeroBravaBeachHostels&Suites","Maldonado","PuntaDelEste","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-moza-en-punta-del-este-4E36F42C6EBB2C3761373E686DCF3405"
"Agente call center - con experiencia","RecaudaUruguay","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-agente-call-center-con-experiencia-en-montevideo-F3817D701D8AAE5B61373E686DCF3405"
"Operario de Mantemiento General ","Adecco","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-mantemiento-general--en-montevideo-E502FA7608F88FEA61373E686DCF3405"
"Gestor de Cobranza (Suplencia) ","Adecco","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-gestor-de-cobranza-suplencia--en-montevideo-0C28B5E1A26C0FE061373E686DCF3405"
"Facility Coordinator - Para importante Empresa líder en servicios profesionales","ManpowerGroup","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-facility-coordinator-para-importante-empresa-lider-en-servicios-profesionales-en-montevideo-42F5044F80A311D361373E686DCF3405"
"Agente de Monitoreo Part Time (6 hs)","ManpowerGroup","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-monitoreo-part-time-6-hs-en-montevideo-2552B93808294CCB61373E686DCF3405"
"Sushiman o Sushiwoman  - Cocinero","ElViajeroBravaBeachHostels&Suites","Maldonado","PuntaDelEste","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-sushiman-o-sushiwoman--cocinero-en-punta-del-este-F74F8C0E2C5C99BC"
"Guardias de seguridad - 6 hs ","FabamorS.A.","Canelones","LasPiedras","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-guardias-de-seguridad-6-hs--en-las-piedras-CBDE4B27D729304661373E686DCF3405"
"Cocineros con experiencia turno 15 a 23 - Hotel ubicado en Punta Carretas","RegencyGolfHotelUrbano","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cocineros-con-experiencia-turno-15-a-23-hotel-ubicado-en-punta-carretas-en-montevideo-BB3C944770753A1361373E686DCF3405"
"empleada con cama - con cama","ArambotySA","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-empleada-con-cama-con-cama-en-montevideo-FAD67021EEF1BF5861373E686DCF3405"
"Sales Representative ","Adecco","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-sales-representative--en-montevideo-7FF5C83AD129CFE561373E686DCF3405"
"Coordinador de Recursos Humanos","ManpowerGroup","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-recursos-humanos-en-montevideo-D395D56450860F8F61373E686DCF3405"
"Recepcionista 15 23 y libres auditor experiencia Hotel excluyente  - Manejo  de Jayg,Opera o similar","RegencyWayMontevideoHotel","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-15-23-y-libres-auditor-experiencia-hotel-excluyente--manejo-de-jaygopera-o-similar-en-montevideo-8FEC87263F55856661373E686DCF3405"
"Aprendiz Adelantado Mecánica Automotriz","IWES.A.","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-aprendiz-adelantado-mecanica-automotriz-en-montevideo-B6500F263A134E3761373E686DCF3405"
"Técnico Informática  - Residencia Maldonado o San Carlos","TeleDataComunicaciones","Maldonado","Maldonado","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-informatica--residencia-maldonado-o-san-carlos-en-maldonado-1E6205C69B3DA08061373E686DCF3405"
"Vendedor call center de 15 a 21 hs","Teleservicios","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-call-center-de-15-a-21-hs-en-montevideo-96C21D343A3B794D61373E686DCF3405"
"Jefe/a de Tienda de local comercial en Colonia del Sacramento   - Empresa de retail en el rubro de celulares y accesorios","GAMMConsultores","Colonia","ColoniaDelSacramento","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-jefea-de-tienda-de-local-comercial-en-colonia-del-sacramento--empresa-de-retail-en-el-rubro-de-celulares-y-accesorios-en-colonia-del-sacramento-7E0508B7B2ACB8B261373E686DCF3405"
"Mozo con experiencia para temporada","Obrasyservicios","Maldonado","Piriapolis","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mozo-con-experiencia-para-temporada-en-piriapolis-1E2A731671F750E761373E686DCF3405"
"Acompañante de enfermos - Tiempo completo","Asem","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-acompanante-de-enfermos-tiempo-completo-en-montevideo-A8ADADF01C03E50261373E686DCF3405"
"Javascript Developers - con inglés","Oktana","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-javascript-developers-con-ingles-en-montevideo-A65C13D135248DE561373E686DCF3405"
"Auxiliar RRHH","FRIGORIFICOPANDO","Canelones","Pando","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-rrhh-en-pando-E8E3F6B08F89DA0961373E686DCF3405"
"Chofer traslado de niños (con libreta acorde) - Unicamente mayores de 40 años.","AltosVentanalesS.A","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-traslado-de-ninos-con-libreta-acorde-unicamente-mayores-de-40-anos-en-montevideo-F90DCB024647AFDB61373E686DCF3405"
"Limpiadora con experiencia para Importadora de Vinos - Zona de Lezica","GrupoHumanoConsultores","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-limpiadora-con-experiencia-para-importadora-de-vinos-zona-de-lezica-en-montevideo-2EFFD30B6260CA0B61373E686DCF3405"
"Asistente de ventas","Entrust","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-ventas-en-montevideo-DBC48E7225424DAC61373E686DCF3405"
"Recepcionista  - Vespertino ","PaoladeLeonardis","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista--vespertino--en-montevideo-302D34B4F893EF6361373E686DCF3405"
"Auxiliar Contable para Ciudad del Plata - Para importante planta industrial ","ManpowerGroup","SanJosé","DeltaDelTigreYVillas","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-para-ciudad-del-plata-para-importante-planta-industrial--en-delta-del-tigre-y-villas-B0924F7E2C937FE461373E686DCF3405"
"Asistente de Gestión Humana","Berkes","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-gestion-humana-en-montevideo-0C949D7FE365212861373E686DCF3405"
"Desarrollador Jr. y SSr.","BANCADECUBIERTACOLECTIVADEQUINIELASDEM","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-jr-y-ssr-en-montevideo-013B2477B8824EA661373E686DCF3405"
"Ejecutivo de Cuentas Pymes - Telefónica","Tgestiona","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-cuentas-pymes-telefonica-en-montevideo-8D75EC2C6AB75AD261373E686DCF3405"
"Ingeniero para Operación del Sistema de Tasación OnLine - Telefónica","Tgestiona","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-para-operacion-del-sistema-de-tasacion-online-telefonica-en-montevideo-689B120E0E01612161373E686DCF3405"
"Analista de Procesos - Telefónica","Tgestiona","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-procesos-telefonica-en-montevideo-6B85A3D0288E524561373E686DCF3405"
"Analista de Cobranzas","DCAContadoresyAsociados","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-cobranzas-en-montevideo-8793D358585663C661373E686DCF3405"
"Analista Funcional - Telefónica.","Tgestiona","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-funcional-telefonica-en-montevideo-D2F6ACBE0C7ED21961373E686DCF3405"
"Vendedor Viajante (Las Piedras) - Para Pinturas del Uruguay, empresa líder en la industria","ManpowerGroup","Canelones","LasPiedras","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-viajante-las-piedras-para-pinturas-del-uruguay-empresa-lider-en-la-industria-en-las-piedras-589FBF77F56FBCBC61373E686DCF3405"
"Trabajadores Sociales - Para Ente Público","Coneban","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-trabajadores-sociales-para-ente-publico-en-montevideo-BB55A7DE68C757AC61373E686DCF3405"
"Ayudante de mozo  - Con disponibilidad","HoyteQuiero","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-mozo--con-disponibilidad-en-montevideo-8754DEE54542EBE161373E686DCF3405"
"Telemarketer/Vendedor de Call Center","TOTALSHOP","Montevideo","Montevideo","4 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-telemarketervendedor-de-call-center-en-montevideo-502DEA590484F0C661373E686DCF3405"
