"puesto","Empresa","Departamento","Ciudad","fecha","fecha_scraping"
"UI React Engineer","Applica","Montevideo","Montevideo","13 noviembre",2018-11-24 03:00:55
"Auxiliar de liquidación de sueldos  - Part time","ManpowerGroup","Montevideo","Montevideo","13 noviembre",2018-11-24 03:00:55
"Administrativa p/ Oficina de Personal - Residente en Piriapolis o aledañas","RecursosHumanosHotelería","Maldonado","Piriapolis","13 noviembre",2018-11-24 03:00:55
"MODISTA p/ PIRIAPOLIS","RecursosHumanosHotelería","Maldonado","Piriapolis","13 noviembre",2018-11-24 03:00:55
"Analista Administrativo","BairesDev","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Chef Cocinero - mediodia Sabado y Domingo","IndicoCorporacionSRL","Canelones","Lagomar","12 noviembre",2018-11-24 03:00:55
"Auxiliar Administrativo Contable - Con experiencia","PRECIOSMIAMI","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Auxiliar de Deposito - Con experiencia","PRECIOSMIAMI","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Electromecanico","TalentoConsultores","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Contenido web y redes sociales - Con experiencia","PRECIOSMIAMI","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Reponedor con carné de manipulación vigente - Zafral","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Responsable de atención al cliente - Para importante empresa de tecnología","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Asesor Técnico Comercial para el mercado automotriz y agrícola","Advice","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Ejecutivo de Monitoreo - Zafral","TycoInternational","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"QA funcional + Automation - con buen inglés","Oktana","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Telemarketer con Experiencia","REQUIRO","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Python Developer  - con buen inglés","Oktana","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Chofer de Respuesta Zafral - Punta del Este","TycoInternational","Maldonado","PuntaDelEste","12 noviembre",2018-11-24 03:00:55
"Asistente de comercial - Para destacada empresa nacional","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Asesores Comerciales - Inmobiliaria","REDPISOServiciosInmobiliarios","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Java Developer - con buen inglés","Oktana","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Vendedor /Encargado para Local de Salto Shopping","UnilamS.A","Salto","Salto","12 noviembre",2018-11-24 03:00:55
"Auxiliar de Facturación","ConsultoraHumanphi","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Desarrollador JAVA - Data integration","Scanntech","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Vendedor/a Independiente a Comisión  - Fines de semana ","AUDIC","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Telemarketers - multinacional de seguros","randstad","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Vendedor/a Independiente a Comision - Medio Tiempo de Lun. a Vier. ","AUDIC","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"RETOCADOR DIGITAL - Residente en Montevideo","VisualLatinaS.A.","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Vendedora para automotora","HomerodeLeon","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Community Manager Vendedora Diseño - Con experiencia","DINDOMOSA","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Asistente contable para firma internacional","EcovisUruguay","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Auxiliar de depósito Primera experiencia laboral - Excluyente no contar con experiencia laboral alguna","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Consultor BI - Software ","Aglh","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Auxiliar de liquidación de sueldos ","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Recepcionista - para hotel","ArambotySA","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Contador Público – Analista de Créditos.","Curbelo&Cianci","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Auxiliar administrativo","TayGroupSRL","Maldonado","PuntaDelEste","12 noviembre",2018-11-24 03:00:55
"Vendedores telefónicos de productos financieros - De 15 a 21hs ","MO&PCUruguay","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Auditor Nocturno - para hotel","ArambotySA","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Plan de Capacitación Remunerada  - Para Programadores Jr o Estudiantes de Programación con manejo de idioma inglés a nivel Avanzado.","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Frontend Javascript Developers - con inglés","Oktana","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Vendedor/a – Part Time  (Pando) - Para importante empresa de indumentaria ","ManpowerGroup","Canelones","Pando","12 noviembre",2018-11-24 03:00:55
"Telemarketer ventas telefónicas - Sólo con previa experiencia","SHOPPINGTUMEJOROPCION","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Merchandiser - Con Moto, Zafral","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Backend Javascript Developers - con inglés","Oktana","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Supervisor /ade Limpieza con experiencia - mínima de 3 años","Taym","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Ruby on Rails Developers - con inglés","Oktana","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Telefonista, técnica en Turismo - Bilingüe","INNOVARH","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Captación de donaciones - Call Center.","Synapsis","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Guardias de seguridad - DISPONIBILIDAD TOTAL","FabamorS.A.","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Docente particular de Proyectos de Inversión","BrightConsultingServicesSrl","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
" Cajera/o para fin de semana (Temporal)   - Para importante empresa financiera","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Supervisor Reponedores Externos - Con Vehiculo propio EXCLUYENTE","ESECE","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Agente Atención Telefónica Sr. (Idioma Portugués) - Para importante multinacional ubicada en Zonamerica","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Docente particular de Finanzas Corporativas","BrightConsultingServicesSrl","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Mozo mixto - Noche","BORTOLOTgelato&caffe","Colonia",NA,"12 noviembre",2018-11-24 03:00:55
"Auxiliar de Aduanas - Montevideo.","randstad","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Compliance Officer","E","LaceMediaServices","Montevideo-Montevideo","12 noviembre",2018-11-24 03:00:55
"Service Desk Level 1 Assistant","TheHackettGroupUY","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Medio oficial mecánico - con librea son límite de carga","Taym","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Programador Android IOS .Net - En Carrasco al lado de DHL","Signature","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Asistente en Atención al cliente - horario completo","CelisticsUruguayS.A.","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Operario calificado - (Temporal) ","Adecco","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"OPERARIO PARA EMPRESA LOGISTICA","DCAContadoresyAsociados","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Team Leader - Part Time","ESECE","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Programador Android, IOS, .Net - Programador ","Signature","Canelones","BarraDeCarrasco","12 noviembre",2018-11-24 03:00:55
"Emprendimiento en Ventas Freelancee - Part time o Full time","EMEEmprende","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Asistente de Comunicación","woOw!","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Vendedor para E Commerce - En empresa mayorista","CIDEL","CentrodeEmpleo","Montevideo-Montevideo","12 noviembre",2018-11-24 03:00:55
"Captación de socios - Call Center","Synapsis","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Mucama Para Hotel ","UristerS.A","Canelones","BarraDeCarrasco","12 noviembre",2018-11-24 03:00:55
"Oportunidad de emprendimiento en ventas - Con o sin Experiencia","CELULARESYTELEFONOSPINARES","EstadosUnidos",NA,"12 noviembre",2018-11-24 03:00:55
"Asesor Comercial - Para reconocida empresa inversionista","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Recepcionista para Importante Estudio Jurídico","REQUIRO","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"auditor nocturno - portugués, experiencia jayg, turnante","HotelAmerica","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Vendedor para Shopping ","Aglh","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Atención Salto buscamos Experta en Perfumería","Farmashop","Salto","Salto","12 noviembre",2018-11-24 03:00:55
"Asistente Técnico Electromecánico - Para empresa líder en soluciones de tratamiento químico del agua.","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Diseñador 3D Semi Senior - Para destacada multinacional dedicada  a la comercialización de productos de acero","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Auxiliar de Ventas","ConsultoraHumanphi","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"QA funcional - Junior advance ,ss","CISMOSoftware","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Atención al cliente - Seleccionamos para empresa de Tecnología líder en el mercado","PSM","GestiónHumana","Maldonado-PuntaDelEste","12 noviembre",2018-11-24 03:00:55
"Auditor Nocturno - Hotel","IbisStyle","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Ayudante de cocins","BORTOLOTgelato&caffe","Colonia",NA,"12 noviembre",2018-11-24 03:00:55
"Contador júnior - PARA ZONAMERICA","POSADASYVECINOCONSULTORESINTERNACIONALESS.A","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"LIMPIADORA / TAREAS HOGAR - Piriapolis","FOODSERVICEURUGUAYSRL","Maldonado","Piriapolis","12 noviembre",2018-11-24 03:00:55
"Auxiliar de Reservas","DazzlerMontevideo","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Supervisor(a) para Gestión de Morosos - Con experiencia","REQUIRO","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Recreadores formados y con experiencia niños  3 a 12  - para Colonia de Verano Educación física recreación Educación inicial","RegencyZonamerica","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Mucama","DazzlerMontevideo","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Back Office Contable con experiencia en impuestos y dominio de idioma Inglés - para multinacional del rubro IT","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Asistente de Marketing","ConsultoraHumanphi","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Auxiliar Contable  - studiante para Estudio Contable","AuditorsConsultores","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"OPERADOR TELEFÓNICO - Turno de 10 a 16 hs","M.A.G.A.","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Vendedor","FABIANCARBALLO","Canelones","Pando","12 noviembre",2018-11-24 03:00:55
"Oportunidad de negocio en Ventas - Part time o Full time","EMEEmprende","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Maquinista de Refrigeración  - Para importante empresa agroindustrial","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Carpintero - TRABAJO EN MELAMINICO ","almamuebles","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Operador de Cobranzas para Call Center","REQUIRO","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Emprendimiento","ClaudiaLangone","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Analista de Calidad","VP","Selección","Montevideo-Montevideo","12 noviembre",2018-11-24 03:00:55
"Ventas por Redes Sociales - Freelance","NFINTERNACIONAL","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Facility Coordinator - Para importante Empresa líder en servicios profesionales.","ManpowerGroup","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"SUSHIMAN / COCINERO","Artico","Montevideo","Montevideo","12 noviembre",2018-11-24 03:00:55
"Vendedor","FABIANCARBALLO","Canelones","Pando","12 noviembre",2018-11-24 03:00:55
"JÓVENES EMPRENDEDORES  - SECTOR VENTAS","FZEmprendedores","Montevideo","Montevideo","10 noviembre",2018-11-24 03:00:55
"Vendedores  - Part time  / Full time","FZEmprendedores","Montevideo","Montevideo","10 noviembre",2018-11-24 03:00:55
"Vendedor con experiencia - Para reconocida empresa del rubro de ferretería","ManpowerGroup","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Vendedor de mostrador - para la zona de Solymar ","ManpowerGroup","Canelones","Solymar","9 noviembre",2018-11-24 03:00:55
"PORTEROS LIMPIADORES - Matutinos","LeonelLopata","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Experiencia en ventas de indumentaria - Las Piedras","ManpowerGroup","Canelones","LasPiedras","9 noviembre",2018-11-24 03:00:55
"iOS Developer","PrometeoSoluciones","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Aprendiz Electricista  - Jovenes en busqueda de su primera experiencia laboral","ManpowerGroup","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
" COCINERO DE PARTIDA","Artico","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Administrativo para gestiones de cobranza ","Synapsis","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Desarrollador Genexus  - con experiencia","DatalogicSoftware","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Ayudante de mozo  - Con disponibilidad","HoyteQuiero","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"VIGILANTES Y SERENOS","LeonelLopata","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"TOP SYSTEMS: Desarrollador Java Senior","Advice","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Android Developer","PrometeoSoluciones","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Atención al cliente telefónico ","UESS.A","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Recepcionista ","RCILatinoamérica","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Analistas y Consultores para servicios de Testing","CPAFerrere","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Administrativo de logística","ManpowerGroup","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Cajero Redpagos","CAMBIOIBERIA","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Merchandiser - Montevideo","Advice","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Secretario Administrativo - Tercerizado para OSE","DCAContadoresyAsociados","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Empleado para Operativa de Autos con libreta A excluyente  - Para empresa de logística en Paso de la Arena","DCAContadoresyAsociados","Montevideo",NA,"9 noviembre",2018-11-24 03:00:55
"Encargado de exportaciones","Entrust","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Responsable de Gestión de Clientes Vip","Entrust","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Asistente Técnico  - Estudiante de CCEE o Ingenieria","DCAContadoresyAsociados","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Alineador - Con experiencia y referencias","Vasten","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Vendedor - Para Shopping","Advice","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Vendedor Viajante","Advice","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Idóneo en Farmacia - Con título de Idóneo en farmacia, para ciudad de Tacuarembó","SanRoqueSA","Tacuarembó","Tacuarembo","9 noviembre",2018-11-24 03:00:55
"Desarrollador Angular","ConexioGroup","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"SUPERVISOR/A COMERCIAL - PARA MERCEDES","SECOM","Soriano","Mercedes","9 noviembre",2018-11-24 03:00:55
"Analista de Proyectos IT","Sura","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Auxiliar de Depósito  - Jovenes en busqueda de su primera experiencia","ManpowerGroup","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Asistente de Arquitecto - Tercerizado para OSE","DCAContadoresyAsociados","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Auxiliar Administrativo para área Jurídica, Tribunales","Advice","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Peón Limpiador","SolanasVacationClub","Maldonado","PuntaBallena","9 noviembre",2018-11-24 03:00:55
"Agente comercial - Comercial No Exclusivo ","SatereSA","Montevideo",NA,"9 noviembre",2018-11-24 03:00:55
"Comercial no exclusivo  - Capital e Interior","SatereSA","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Foguista  - Reconocida industria multinacional","Aglh","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Representante de Soporte Tecnico","Synapsis","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"QA Tester - Marketing digital","Wunderman","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Medio Oficial Mecánico","VP","Selección","Montevideo-Montevideo","9 noviembre",2018-11-24 03:00:55
"Ejecutivo de venta telefónica en Portugués - Zonamerica","RCILatinoamérica","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"IT Trainee, Capacitación en Programación y Testing  - Para Programadores Jr o Estudiantes de Programación con manejo de idioma inglés. ","ManpowerGroup","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Se solicita colaborador para Heladería con buena presencia, predisposición y simpatía  - Turno de media tarde a noche (aprox 16 a 23 hrs), se valora experiencia en el rubro o similares","GridoCentro","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Oficial Soldador - Con experiencia (excluyente)","Tecnocylsa","TreintayTres","TreintaYTres","9 noviembre",2018-11-24 03:00:55
"Vendedor temporal - Vendedor freelance ","EquipoRyB","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Ejecutivo de ventas telefónicas senior - Nocturno","eteacher","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Vendedor Corporativo","Mazars","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Oficial Mecánico Industrial - Con experiencia (excluyente)","Tecnocylsa","TreintayTres","TreintaYTres","9 noviembre",2018-11-24 03:00:55
"Ejecutivo de ventas telefónicas senior - Portugués","eteacher","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Oficial eléctricista - Con experiencia (Excluyente)","Tecnocylsa","TreintayTres","TreintaYTres","9 noviembre",2018-11-24 03:00:55
"Hybrid App Developer","TataConsultancyServices","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Android Developer","TataConsultancyServices","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Auxiliar de ventas - con experiencia en herramientas informáticas","Agosur","Canelones","Lagomar","9 noviembre",2018-11-24 03:00:55
"Docentes de Matemática - Instituto de Enseñanza","CírculoInformáticoParqueBatlle","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Oficial Calderero - Con experiencia (excluyente)","Tecnocylsa","TreintayTres","TreintaYTres","9 noviembre",2018-11-24 03:00:55
"Comercial Senior - Rubro Exportaciones","Mazars","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Web developer","Modelit","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Tareas Varias","Calypsopetsshop","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Supervisor hotel - Áreas front office y housekeeping.","OwnMontevideo","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Auxiliar operativo","SolanasVacationClub","Maldonado","PuntaBallena","9 noviembre",2018-11-24 03:00:55
"Ingeniero, analista o similar orientado al área de infraestructura","VitaeConsultores","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Encargado/a local en la Barra por Temporada","VitaeConsultores","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Vendedor 3 Cruces","VitaeConsultores","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Vendedores por Temporada - Punta del Este / La Barra","VitaeConsultores","Maldonado","PuntaDelEste","9 noviembre",2018-11-24 03:00:55
"Vendedor de temporada - Montevideo","VitaeConsultores","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"Brand Manager","VitaeConsultores","Montevideo","Montevideo","9 noviembre",2018-11-24 03:00:55
"CORTADOR PARA CARNICERIA","PuertadelSolS.R.L.","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Ingeniero - Coordinador de Obras","Curbelo&Cianci","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Jefe División Tesorería","Curbelo&Cianci","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Jefe de División Tecnología de la Información","Curbelo&Cianci","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
".NET Engineer - VB.NET","Applica","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Encargado / Cocinero","ElViajeroBravaBeachHostels&Suites","Maldonado","PuntaDelEste","8 noviembre",2018-11-24 03:00:55
"Operario Depósito y Reposición ","BrittShopUruguay","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Full Stack Developer (Java)","BúsquedasIT","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"VENDEDORES INDUMENTARIA CIUDAD DURAZNO - Con experiencia EXCLUYENYE no menor a 2 años.","Forter","Durazno","Durazno","8 noviembre",2018-11-24 03:00:55
"Cadete  - para temporada en Punta del Este","WorkOfficeS.A.","Maldonado","PuntaDelEste","8 noviembre",2018-11-24 03:00:55
"Ayudante Chofer","FISEMAFreshCut","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Guardia Auxiliar - Con experiencia","CONSULTORAMG","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Vendedores a Comisión para venta de Alarmas - Excelentes comisiones","lainodelriogabrielgerardo","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Encuestador cara a cara  - Una persona por departamento (todo el país)","Opciónconsultores","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Administrativa ","RetadeSRL","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"mozos con experiencia - eventuales","JobBTL","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"DBA SQL Server","Applica","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Ayudante Panadero - Zona Paso Carrasco","GoddardCateringGroup","Canelones","PasoCarrasco","8 noviembre",2018-11-24 03:00:55
".NET Engineer","Applica","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Docente de metodología cuantitativa para preparar exámenes - de Ciencias Sociales en Academia","BienestarLaboralyCultural","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Data Visualization Engineer","Applica","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Auxiliar Contable","Blanco&Etcheverry","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Encuestador/a - Las Piedras","ManpowerGroup","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Auxiliar de Guardería - Zafral","ManpowerGroup","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Junior para el Departamento de Outsourcing Contable - Incorporate a nuestro equipo!","UHYGubba&Asociados","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Jóvenes Profesionales","H","Move","Montevideo-Montevideo","8 noviembre",2018-11-24 03:00:55
"Jefe de Alimentos y Bebidas p/PIRIAPOLIS","RecursosHumanosHotelería","Maldonado","Piriapolis","8 noviembre",2018-11-24 03:00:55
"Perfil SharePoint","STConsultores","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"CALDERISTA P/PIRIAPOLIS","RecursosHumanosHotelería","Maldonado","Piriapolis","8 noviembre",2018-11-24 03:00:55
"Contador para Estudio Contable","ActionforTalent","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Practicantes  de  Hostelerìa Gastronomìa Turismo Relaciones Pùblicas y Artes Culinarias. - Pràcticas hoteleras  con alojamiento y alimentaciòn  en Argentina.","LetsGoInternship","Argentina",NA,"8 noviembre",2018-11-24 03:00:55
"Reponedor temporal (4 días)","Entrust","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Practicantes  de  Hostelerìa Gastronomìa Turismo Relaciones Pùblicas y Artes Culinarias. - Pràcticas hoteles seleccionados   con alojamiento y alimentación  en  Costa Rica.","LetsGoInternship","CostaRica",NA,"8 noviembre",2018-11-24 03:00:55
"Jefe de Sistemas","Curbelo&Cianci","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Auxiliar de depósito para casa de remates","RetadeSRL","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Plan de Capacitación en Programación y Testing  - Necesario tener conocimientos en Lenguajes de Programación e Inglés Avanzado de forma Excluyente","ManpowerGroup","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Vendedores","EquipoGlam","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Analista contable Fundación Teléfonica - Temporal por 10 meses.","Tgestiona","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Analista de Planning","RCILatinoamérica","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Ingenieros, Tecnólogo y Técnico  - con experiencia (multinacional)","RINAURUGUAY","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Ingenieros, Tecnólogo y Técnico  - con experiencia (multinacional)","RINAURUGUAY","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Contadores Públicos","GTSURUGUAYContadoresPúblicos","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Ejecutivo comercial  Para Softcargo","PrometeoSoluciones","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Recruiter - Temporal ","ManpowerGroup","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Jefe de producto - Para importante distribuidora","DCAContadoresyAsociados","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"importante empresa rubro gastronómico solicita personal para el cargo de Tecnólogo químico","FedirS.A","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Analista RPA ","Sura","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Operarios de depósito  - Zona Malvín Norte","GrupoHumanoConsultores","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
"Auxiliar de deposito zafral - Zona Colon/Sayago","randstad","Montevideo","Montevideo","8 noviembre",2018-11-24 03:00:55
