"puesto","Empresa","Departamento","Ciudad","fecha","fecha_scraping"
"Sub Gerente - Full time","IbisStyle","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"REPRESENTANTE COMERCIAL SENIOR - para COMPAÑIA MULTINACIONAL LIDER EN SU SECTOR","FRIEDMAN","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Administrativo de depósito - Ciudad de la Costa","VP","Selección","Montevideo-Montevideo","3 octubre",2018-12-11 14:21:33
"Analista de Procesos","Sura","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Recepcionista  - Hotel","AKDesignHotel","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Vendedor para Shopping","Aglh","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Asistente de cobranzas  - Para reconocida empresa de autoelevadores","ManpowerGroup","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Encargada - Shopping Canelones","Luwingos.a","Canelones","Lagomar","3 octubre",2018-12-11 14:21:33
"Administrativa - zona Carrasco Norte","FRIEDMAN","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Técnico Electricista - contrato zafral","DCAContadoresyAsociados","Canelones","ColoniaNicolich","3 octubre",2018-12-11 14:21:33
"Estudiantes de Contador Público para el  departamento Impositivo - Estudiantes de Contador Público para el departamento Impositivo","ConsultoresAUREN","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Auxiliar de depósito -  sexo masculino","MANCRU","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Webmaster con orientacion UX  UI - con orientacion Ux  UI (Telefónica)","Tgestiona","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Ventas Web - Part / Full Time","EquipoGlam","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Desarrollador Python","PrometeoSoluciones","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Desarrollador Frontend","PrometeoSoluciones","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Vendedor especializado","ADRIANALONGO","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Asistente para Auditoria - Asistente para Auditoria","ConsultoresAUREN","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Vendedor de mostrador - Solymar","ManpowerGroup","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Técnico Operación de Datos - Telefónica.","Tgestiona","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Ejecutivo de ventas - en su defecto Representante de ventas","DALAKERS.A.","Montevideo","Montevideo","3 octubre",2018-12-11 14:21:33
"Psicopedagoga 20 hs","Centro","Maldonado","PuntaDelEste","3 octubre",2018-12-11 14:21:33
"Contador Público - Rocha","VP","Selección","Montevideo-Montevideo","2 octubre",2018-12-11 14:21:33
"Auxiliar Contable - Contrato a termino 5 meses","Blanco&Etcheverry","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Dibujante Técnico - Para proyectos de consultoría a término","MATRIZ","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Recepcionista  - lunes a viernes 9 a 17","PulsoserviciodeacompañantesUCM","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Promotor Social - En via publica","ESECE","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Vendedor - Para importante distribuidora","DCAContadoresyAsociados","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Supervisor de Planta de Acopio - Para Paysandú","KPMG","Paysandú","Paysandu","2 octubre",2018-12-11 14:21:33
"Auxiliar de Ventas de Panadería - Part time (4 horas)","Aglh","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Elevadorista/Chofer con Libreta Profesional - Para Nordex, industria automotriz de gran trayectoria ubicada en Colón","ManpowerGroup","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Asistente Administrativa Recepcionista","GrupoHumanoConsultores","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Operador de Datacenter ","Adecco","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Esteticista Cosmetologa - Con conocimientos en peluquería","NUEVOESTILO","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Analista de Sistemas ","PricewaterhouseCoopers","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Promotor de ventas/ Call Center - Mayores de 30 años","ManpowerGroup","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Scanntech empleada administrativa polyvalente - Turno matutino","SuperTatú","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Cajera - COSTA URBANA","FRIEDMAN","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Ayudante de Supervisor (con libreta H) - Para empresa de consumo masivo","ManpowerGroup","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Asistente técnico IT - Zona Aeropuerto","GoddardCateringGroup","Canelones","PasoCarrasco","2 octubre",2018-12-11 14:21:33
"Analista o Ingeniero/a en Sistemas para Gestión de Proyectos y Obras","STConsultores","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Supervisor de establecimiento gastrómico - Para reconocida multinacional","ManpowerGroup","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Store Manager para Montevideo - BoConcept Uruguay","BoConcept","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Store Manager para Punta del Este - BoConcept Uruguay","BoConcept","Maldonado","PuntaDelEste","2 octubre",2018-12-11 14:21:33
"AUXILIAR COMERCIAL - ESTUDIANTE DE ARQUITECTURA O CON FORMACION INDUSTRIAL","TattonPiscinas","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Diseñador Gráfico / Empresarial - Zonamerica ","Despegar.com","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Gestor de cobranzas telefonico - Con experiencia","CertuS","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Oficial de acondicionado industrial - Ciudad del Plata","ManpowerGroup","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Estudiante de Contador","CPAFerrere","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Acompañante terapéutico - Turnos de 4 y 8 hs ","PulsoserviciodeacompañantesUCM","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Asesora de servicios, zafral - Atención al usuario, Puerto, Zafral","ClanisS.A","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Coordinador de Revenue Management","RCILatinoamérica","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Coordinador de Marketing","randstad","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Ayudante de Electrónico - Con experiencia en Industria","randstad","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Contador Jr - Con experiencia en Impuestos","EstudiosGrupoConsultor","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Docente de Ventas - Atencion al cliente y Ventas","INFA","Colonia","ColoniaDelSacramento","2 octubre",2018-12-11 14:21:33
"Profesor particular de Estadística","BrightConsultingServicesSrl","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Docente de Power BI","BrightConsultingServicesSrl","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Ayudante de Panadero  - Atlantida ","PanaderiayconfiteriaUla","Canelones","Atlantida","2 octubre",2018-12-11 14:21:33
"Estudiantes Avanzados o recién egresados de CCEE con dominio de Inglés - para tareas de Back Office en el área contable.","ManpowerGroup","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"AFTER SALES ENGINEERING SUPERVISOR - para BERKES HISPANA, Madrid","Berkes","España",NA,"2 octubre",2018-12-11 14:21:33
"Vendedor Montevideo - Venta Directa","ASSON","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Vendedor","JardinesdelAlma","Maldonado","Maldonado","2 octubre",2018-12-11 14:21:33
"Recepcionista  - Turno de noche","HotelenPuntadeleste","Maldonado","PuntaDelEste","2 octubre",2018-12-11 14:21:33
"Auxiliar de Ventas  - Atlantida ","PanaderiayconfiteriaUla","Canelones","Atlantida","2 octubre",2018-12-11 14:21:33
"Sales Manager - Con o sin experiencia","CASTROTAIBOS.A.","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Operario de armado de escenario (Zafral) - Para Antel Arena","ManpowerGroup","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Asistente administrativo - Con marcado perfil comercial","MilagrosBuffa","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Desarrollador JavaScript - con buen inglés","Oktana","Montevideo","Montevideo","2 octubre",2018-12-11 14:21:33
"Hyperlink - Ejecutivo de Ventas","Advice","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Administrativo, Recepcioniasta. - Full time","ImprentaDiagonal","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Vendedor Part time - Contrato por temporada","SODIMAC","Maldonado","Maldonado","1 octubre",2018-12-11 14:21:33
"Ejecutivo de venta telefónica en Portugués","RCILatinoamérica","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Vendedora Part Time","Vitamina","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Recruiter IT Bilingüe  - para importante multinacional líder en solociones IT","ManpowerGroup","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Auxiliar de Depósito - Zona Nuevo Centro","randstad","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Soporte SAP Nivel 1 ","ManpowerGroup","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Cajero Vendedor Punta Del Este","BrittShopUruguay","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"QA funcional + automation - buen nivel de inglés","Oktana","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Vendedor telefónico - San José de Mayo","SASOI","SanJosé","SanJoseDeMayo","1 octubre",2018-12-11 14:21:33
"Medio Oficial Mecánico - Para zona Geant Gianatassio","randstad","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Reponedor/a con experiencia - horario part time","Bayton","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Mozo/a con experiencia en Hotelería","Bayton","Maldonado","PuntaDelEste","1 octubre",2018-12-11 14:21:33
"Personal de Cocina - con experiencia en Hotelería","Bayton","Maldonado","PuntaDelEste","1 octubre",2018-12-11 14:21:33
"Mucama con experiencia en Hotelería","Bayton","Maldonado","PuntaDelEste","1 octubre",2018-12-11 14:21:33
"Docente de Recursos Humanos - Docente de Recursos Humanos","INFA","Colonia","ColoniaDelSacramento","1 octubre",2018-12-11 14:21:33
"Asistente de Soporte Administrativo","Bayton","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Emprendedores Comerciales Soriano/Mercedes - Seguros de Personas","SURCOSeguros","Soriano","Mercedes","1 octubre",2018-12-11 14:21:33
"Emprendedores Comerciales Rio Negro/Fray Bentos - Seguro de Personas","SURCOSeguros","RíoNegro","FrayBentos","1 octubre",2018-12-11 14:21:33
"Supervisor de Equipos de Trabajo","Bayton","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Emprendedores Comerciales Salto - Seguro de Personas","SURCOSeguros","Salto","Salto","1 octubre",2018-12-11 14:21:33
"Emprendedores Comerciales Paysandu  - Seguro de Personas","SURCOSeguros","Paysandú","Paysandu","1 octubre",2018-12-11 14:21:33
"Tecnico Telefonia Celular","ZonaPhone","Maldonado","PuntaDelEste","1 octubre",2018-12-11 14:21:33
"Developer Java - buen nivel de inglés","Oktana","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Vendedor externo de seguros - Independiente ","AGBrokers","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Aprendiz Mecánico - Punta del Este","Aglh","Maldonado","PuntaDelEste","1 octubre",2018-12-11 14:21:33
"Recepcionista - Telefonista","randstad","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Oficial Mecánico Automotriz - Punta del Este","Aglh","Maldonado","PuntaDelEste","1 octubre",2018-12-11 14:21:33
"Inside Sales Representative","Synapsis","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Vendedor Viajante para el Interior con sede en depto Florida - con experiencia","BlanqueoS.A","Florida","Florida","1 octubre",2018-12-11 14:21:33
"Consultor / Docente / Capacitador","ManpowerGroup","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Estudiantes Jr Contador / Administración  - Zonamerica ","Despegar.com","Montevideo",NA,"1 octubre",2018-12-11 14:21:33
"Operador Atención al Cliente - Call Center","Telesur","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Carpintero/a  - para la zona de Carrasco","Mingo","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Customer Support Engineer","Nettra","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Agente QA - Para importante multinacional ubicada en Zonamerica ","ManpowerGroup","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"OPORTUNIDAD PARA TRABAJAR EN EL GRAN PREMIO RAMIREZ 2019","MaroñasEntertainment","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Agente de atención telefónica Sr. - Para importante multinacional ubicada en Zonamerica ","ManpowerGroup","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Contador - Regimen Contratado","SITENOSA","Paysandú","Paysandu","1 octubre",2018-12-11 14:21:33
"VENDEDOR LUBRICANTES ( INDEPENDIENTE ) - RUTA 3","FRIEDMAN","Paysandú","Paysandu","1 octubre",2018-12-11 14:21:33
"Encuestador/a - Investigación de mercado","InvestigacióndeMercados","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"JEFE DE PROYECTOS Y PRESUPUESTACION","INSACO","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Vendedor de mostrador  - Solymar ","Aglh","Canelones","Solymar","1 octubre",2018-12-11 14:21:33
"Team Leader - Para importante multinacional ubicada en Zonamerica ","ManpowerGroup","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Jefe de Local - Para locales en Shopping (disponibilidad horaria)","BeatrizMartínez&Asoc.","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Soporte a técnico a usuarios ","ManpowerGroup","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"QA Tester","AbitabCentralS.A","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Asistente de Clínica Médica  Estudiante de Medicina o Nutrición","ConsultorioDraPresno","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Cocinera  Residencial de Adultos Mayores - Zona Pocitos","EstilodeVida","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Analista Funcional Junior","VertexRay","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"ATENDIENTE DE PISCINA - Trabaja sábados y domingos Contratación Zafral","ClubdeGolfdelUruguay","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Merchandiser Gestor - Contrato 1 año","ESECE","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"EJECUTIVO DE CUENTA - Dpto. Comercial","Opciónconsultores","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Contador departamento de IMPUESTOS - Senior en impuestos","JaimePons","CapitalHumano","Montevideo-Montevideo","1 octubre",2018-12-11 14:21:33
"operador y mantenimiento web y redes ","LASENSACION","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Generalista de Recursos Humanos  - para importante multinacional líder en soluciones IT","ManpowerGroup","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Tareas Varias - Casa de Mascotas","Calypsopetsshop","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Técnico en radio alarmas o GPSs o ayudante de técnico - con licencia de conducir y conocimientos en electricidad automotriz","PUNTATRACKING","Montevideo","Montevideo","1 octubre",2018-12-11 14:21:33
"Secretaria administrativa","EstudioContableMontevideo","Montevideo","Montevideo","30 setiembre",2018-12-11 14:21:33
"Secretaria administrativa","EstudioContableMontevideo","Montevideo","Montevideo","30 setiembre",2018-12-11 14:21:33
"Generalista de RRHH - Retail","randstad","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Administrativo -  Asistente de Gerencia ","Adecco","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Ayudante de Cocina - Noche","Chivipizza","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Estudiantes de CCEE con dominio de Inglés - para importante multinacional líder en solociones IT","ManpowerGroup","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Administrativa Comercial","randstad","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Desarrollador .NET","PrometeoSoluciones","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Técnico de Calle","GeocomUruguay","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Liquidación de sueldos para - Estudio Contable en las Piedras","URUGUAYINTEGRA","Canelones","LasPiedras","28 setiembre",2018-12-11 14:21:33
"Pasantes Nocturnos - Atención al Cliente vía Chat ","PedidosYa","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Asesor comercial viajero  - Para Paysandú","SecuritasUruguay","Paysandú","Paysandu","28 setiembre",2018-12-11 14:21:33
"Asesor comercial viajero","SecuritasUruguay","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Técnico Sanitario - Auto","LaLigaSanitaria","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Personal capacitado colonia de verano Prof. educacion fisica y Maestra pre escolar  - Experiencia comprobable actividades pre escolares y escolares.","Optimist","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Responsable de Marketing y Comunicación Digital","ManpowerGroup","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Desarrollador Senior Front End","Nimacloud","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Azafata de palco  - Para eventos en Antel Arena	","ManpowerGroup","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Supervisor de Ventas  - para Interior","ManpowerGroup","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"auxiliar en ventas - horario completo , ingles,portugues","OHLALA","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Gestor de Cobranzas para Call Center - Vespertino","CasaTr3s","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Emprendedores Seguros Patrimoniales  - Flores (Trinidad)","SURCOSeguros","Flores","Trinidad","28 setiembre",2018-12-11 14:21:33
"Emprendedores Seguros Patrimoniales  - Colonia","SURCOSeguros","Colonia","ColoniaDelSacramento","28 setiembre",2018-12-11 14:21:33
"Emprendedores Seguros Patrimoniales  - Florida","SURCOSeguros","Florida","Florida","28 setiembre",2018-12-11 14:21:33
"Auxiliar de limpieza Colonia Del Sacramento - COLONIA DEL SACRAMENTO ","CleanNetLatinAmérica","Colonia","ColoniaDelSacramento","28 setiembre",2018-12-11 14:21:33
"QA Analyst - Testing  QA apps web","Nimacloud","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Coordinador de Servicios Hotelería - Y Soporte Sala","LasLiebres","Colonia","ColoniaDelSacramento","28 setiembre",2018-12-11 14:21:33
"cocina","IbisStyle","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"mozo/a","IbisStyle","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Ejecutivo de ventas - Con disponibilidad inmediata","KALIS.A","EstadosUnidos",NA,"28 setiembre",2018-12-11 14:21:33
"Recepcionista Hotel","IbisStyle","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Ejecutivo de Ventas con Disponibilidad Inmediata - eeuu","DIVEROLS.A.","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Terapeuta  - Eventual (por día)","ALIVEHOTELSPARESORT","Maldonado","Chihuahua","28 setiembre",2018-12-11 14:21:33
"Mucama","IbisStyle","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Encargado de Remate","RetadeSRL","Montevideo","Montevideo","28 setiembre",2018-12-11 14:21:33
"Analista de Facturacion y Cobranzas - Para la Zona de Pando","ManpowerGroup","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Cajera/o (Temporal) - Para importante empresa financiera","ManpowerGroup","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Jefe de ventas","Entrust","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Cajera/o para Maldonado (Temporal) - Para importante empresa financiera","ManpowerGroup","Maldonado","Maldonado","27 setiembre",2018-12-11 14:21:33
"Barman/Cajero  - Temporada 2018/2019 ","FasanoHoteles","Maldonado","PuntaDelEste","27 setiembre",2018-12-11 14:21:33
"Emprendedores Comerciales Montevideo - Seguro de Personas","SURCOSeguros","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Auxiliar de Marketing part time","Entrust","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Maitre  - Temporada 2018/2019","FasanoHoteles","Maldonado","PuntaDelEste","27 setiembre",2018-12-11 14:21:33
" Asistente para el área de Laborales -  Asistente para el área de Laborales","ConsultoresAUREN","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Vendedor - Con conocimientos de arquitectura, diseño o construcción","ManpowerGroup","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Administrador de E learning","SecuritasUruguay","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Mucamas / Auxiliares de Limpieza - Temporada 2018/2019","FasanoHoteles","Maldonado","PuntaDelEste","27 setiembre",2018-12-11 14:21:33
"Atención al cliente para Maldonado (temporal) - Para importante financiera","ManpowerGroup","Maldonado","Maldonado","27 setiembre",2018-12-11 14:21:33
"Mozos  - Temporada 2018 / 2019","FasanoHoteles","Maldonado","PuntaDelEste","27 setiembre",2018-12-11 14:21:33
"QA Tester","Altimetrik","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Atención al cliente (temporal) - Para importante financiera","ManpowerGroup","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Técnico de Soporte Junior","SecuritasUruguay","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Cocineros  - Temporada 2018/2019","FasanoHoteles","Maldonado","PuntaDelEste","27 setiembre",2018-12-11 14:21:33
"Ayudante de Cocina  - Temporada 2018/2019","FasanoHoteles","Maldonado","PuntaDelEste","27 setiembre",2018-12-11 14:21:33
"Habilitador  - Inspector ","PricewaterhouseCoopers","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Recepcionistas  - Temporada 2018/2019 ","FasanoHoteles","Maldonado","PuntaDelEste","27 setiembre",2018-12-11 14:21:33
"VENDEDORA PARA SHOPPING - HORARIOS DE SHOPPING Y FINES DE SEMANA","FYGPromocionesyMarketing","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Operario Zafral para Industria  - Pinturería Colón","randstad","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Asistente Administrativo Contable - Importante empresa","Advice","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Auxiliar de Roperia/Lavanderia  - Temporada 2018/2019","FasanoHoteles","Maldonado","PuntaDelEste","27 setiembre",2018-12-11 14:21:33
"Soporte técnico","DataPortal","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Lavandines / Lavaplatos - Temporada 2018/2019","FasanoHoteles","Maldonado","PuntaDelEste","27 setiembre",2018-12-11 14:21:33
"Asistente de Reclutamiento y Selección (por proyecto) - Para compañía multinacional prestadora de servicios profesionales en el sector de recursos humanos","ManpowerGroup","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Contador - Para Avícola       Zona San Jacinto","CIDEL","CentrodeEmpleo","Canelones-SanJacinto","27 setiembre",2018-12-11 14:21:33
"SQL Developer - Zona Tres Cruces","TataConsultancyServices","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Vendedor de vía pública  - Para Colonia","ManpowerGroup","Colonia","ColoniaDelSacramento","27 setiembre",2018-12-11 14:21:33
"Encargado/a de Local para Shopping - Para importante empresa de indumentaria ","ManpowerGroup","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
".Net Developer","TataConsultancyServices","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Cerrajero automotriz asociado - para urgencias de Cerrajería","BienestarLaboralyCultural","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Cajera Administrativa","Moto1","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Guardias de seguridad - con experiencia","FabamorS.A.","Colonia","NuevaHelvecia","27 setiembre",2018-12-11 14:21:33
"Docente - o con conocimientos avanzados de computacion","AcademiaFenix","Canelones","LasPiedras","27 setiembre",2018-12-11 14:21:33
"Administrativo/a","AyalaS.A.","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Auxiliar Contable - Full time","NARODEX","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Analista de Recursos Humanos - Con experiencia en manejo de sindicatos","ManpowerGroup","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Técnico Operador ","CPAFerrere","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Developer Python - con buen nivel de inglés","Oktana","Montevideo","Montevideo","27 setiembre",2018-12-11 14:21:33
"Vendedor - con experiencia","HertzRentaCar","Maldonado","PuntaDelEste","27 setiembre",2018-12-11 14:21:33
"Administrativa contable/ back office - con atención a cliente y coordinación logística","LSC&Asociados","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"Promotoras / Azafatas - Actividades Eventuales","ESECE","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"Ejecutivo de cuenta para venta de producto financiero - Fines de semana para Maldonado","CasaTr3s","Maldonado","Maldonado","26 setiembre",2018-12-11 14:21:33
"Promotores - Sexo Masculino","ESECE","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"Promotora con Vehículo Excluyente - Cargo Fijo","ESECE","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"OBSERVADOR MYSTERY (incógnito)  - Para todo el país ","Opciónconsultores","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"Asistente de Recursos Humanos","CarolinaBonaldi","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"Personal para corte y dimensionado de madera","Entrust","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"DBA SQL con conocimiento en SAP B1 contra Hana ","ValentinBarros","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"Asesor de Atención al Cliente","DivinoS.A.","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"Asesores - Lunes a viernes ","randstad","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"Auxiliar de mantenimiento - Con experiencia en campo de deportes","OldChristiansClub","Canelones","ColoniaNicolich","26 setiembre",2018-12-11 14:21:33
"Bilingual Customer Success Representative - Hurrah!","TurialbaS.A.","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"Estudiante avanzado de Marketing - con inglés avanzado","WorkOfficeS.A.","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"Operarios de deposito para empresa logística - Zona Paso de la Arena","DCAContadoresyAsociados","Montevideo","Montevideo","26 setiembre",2018-12-11 14:21:33
"Técnico en Soporte Informático","E","LaceMediaServices","Montevideo-Montevideo","26 setiembre",2018-12-11 14:21:33
"Administrativo contable","VP","Selección","Montevideo-Montevideo","26 setiembre",2018-12-11 14:21:33
